Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (KNN-Batch),0.8688380281690141,0.6282722513089005,0.6060606060606061,0.6169665809768637,0.5378684460558936,0.8500220757683444
Static LULC (KNN-Batch),0.8405286343612335,0.543859649122807,0.6169154228855721,0.578088578088578,0.48025218907096356,0.8426150830430291
