Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Batch Logistic Regression (Dynamic LULC),0.8133802816901409,0.6320474777448071,0.707641196013289,0.6677115987460815,0.538542309357839,0.8783018680247479
Batch Logistic Regression (Static LULC),0.8008810572687225,0.6057971014492753,0.6989966555183946,0.6490683229813664,0.5110649410060424,0.8749179881902995
