WADMPR,WADMKK,WADMKC,Target,Tanggal,Month,Year,twi_final,elevation_mean,slope_mean,soil_type,drainage_pct,precip_t0,precip_t1,precip_t2,ndvi,mndwi,ndbi,precip_3d,precip_7d,nb_precip_t0,nb_precip_t1,nb_precip_t2,nb_twi,nb_elevation,nb_slope,nb_drainage,nb_soil,nb_ndvi,nb_mndwi,nb_ndbi,1daylag,3daylag,7daylag,ibi,nb_ibi
JAWA TENGAH,GROBOGAN,KARANGRAYUNG,1,3/2/2019,3,2019,8.850702926,56.54621995,3.051187486,6,2.325639364,51.82499886,26.67800045,10.49499965,0.634177046,-0.227614745,0.024161631,88.99799895,92.07799894,47.18166542,21.62936592,12.41866653,9.204846835,66.59395002,2.865413214,2.839472698,3.666666667,0.575324653,-0.206762654,-0.02093674,1233.228877,66.40693015,451.6745897,-0.926878772,-0.641787683
JAWA BARAT,MAJALENGKA,TALAGA,1,3/2/2019,3,2019,8.123297808,726.1970259,8.049424226,6,3.321350422,16.32999945,15.53599977,6.500000238,0.763092489,-0.060074329,-0.140388879,38.36599946,50.88099888,16.69115333,17.07884552,10.17865376,7.687909818,678.1534221,10.63367347,2.299715446,4.923076923,0.717723512,0.022480795,-0.175184728,633.1140769,145.505281,682.3779908,0.20352148,0.374890987
JAWA BARAT,MAJALENGKA,CINGAMBUL,1,3/2/2019,3,2019,7.618146324,721.0220399,11.06820203,6,1.731764706,16.85999966,14.62149954,7.460000038,0.782405278,-0.070428341,-0.131213818,38.94149923,50.536499,18.48499947,17.01457935,11.83819988,7.600808765,684.5739956,11.17523856,2.318251083,5.04,0.737232497,-0.03290914,-0.190874716,742.9158982,192.1607343,762.3153666,0.068337013,0.443710823
JAWA BARAT,MAJALENGKA,CINGAMBUL,1,3/2/2019,3,2019,7.618146324,721.0220399,11.06820203,6,1.731764706,16.85999966,14.62149954,7.460000038,0.782405278,-0.070428341,-0.131213818,38.94149923,50.536499,18.48499947,17.01457935,11.83819988,7.600808765,684.5739956,11.17523856,2.318251083,5.04,0.737232497,-0.03290914,-0.190874716,742.9158982,192.1607343,762.3153666,0.068337013,0.443710823
JAWA TENGAH,GROBOGAN,GUBUG,0,3/3/2019,3,2019,9.622574427,18.71413242,1.51911164,1,2.348976153,3.660000086,67.56499672,21.03699875,0.578710906,-0.279952237,-0.079286339,92.26199555,116.6819955,2.776249903,50.29343659,21.20578068,9.799892598,31.08876775,1.889947175,2.980791748,2.8125,0.522375742,-0.179175478,-0.023686013,207.9538178,177.8546872,137.4363369,-0.156698458,-0.583882501
JAWA TENGAH,BANYUMAS,CILONGOK,1,3/3/2019,3,2019,7.52734303,644.4958801,10.9655783,4,2.007746423,5.869999766,39.09999847,26.15100002,0.715398968,0.084324176,-0.246401123,71.12099826,139.2559966,18.515869,34.80347729,22.86002136,8.467596944,311.2362334,6.661369598,2.924240084,3.956521739,0.651867828,-0.12556855,-0.166505347,341.0378516,276.6557784,281.7898208,0.686281989,0.392275208
JAWA TIMUR,BOJONEGORO,GONDANG,1,3/3/2019,3,2019,8.044676278,241.7479492,7.750453716,6,1.926747793,27.0899992,5.620000005,23.16899872,0.676709664,-0.328053385,-0.011303423,55.87899792,74.43899779,21.65349927,5.510499823,20.00825,8.527945594,135.2940331,4.257556317,2.349982522,6,0.698520862,-0.343976181,-0.001569411,1577.055523,521.9560469,1652.56897,-0.840594946,-0.75172793
BANTEN,SERANG,PETIR,0,3/3/2019,3,2019,8.834092342,72.43309389,2.838572047,6,3.436677391,11.91000009,11.7699995,5.689499974,0.767480486,0.494574211,-0.169281331,29.36949956,41.72949913,15.86172391,14.12534464,7.664689496,10.01005976,133.3786217,3.902603956,2.793292767,3.344827586,0.692832823,0.414080873,-0.140058128,544.9428338,248.3115047,119.1963345,0.638026082,0.467373464
JAWA BARAT,GARUT,CIGEDUG,1,3/4/2019,3,2019,7.451595238,1460.698024,12.02214723,4,0.928826007,7.93999958,2.99000001,31.5,0.65749703,0.108696491,-0.157244255,42.42999959,83.51800033,6.937058685,4.957352852,26.4876465,7.480333387,1153.575618,11.92967069,2.395534417,4,0.683484041,0.117953595,-0.184720972,5.698037647,36.01544882,7.726929851,0.487274315,0.496498041
JAWA TIMUR,NGANJUK,SAWAHAN,1,3/4/2019,3,2019,6.872889182,907.2405706,17.43937915,4,2.464151918,45.65999794,16.45499897,7.005000114,0.598977888,-0.013415951,-0.157527288,69.11999702,104.854497,33.68166628,16.32466636,4.174333268,8.054055631,453.8221624,9.69153183,3.115227015,5.066666667,0.707559992,-0.220960904,-0.121612665,340.2709113,352.0299515,51.49300889,0.278351267,0.043026055
JAWA BARAT,GARUT,TAROGONG KALER,0,3/4/2019,3,2019,7.884780169,1101.318733,12.39161813,4,1.87208574,7.679999828,3.769999981,20.52999973,0.637061321,0.101787781,-0.102791225,31.97999954,93.25149822,4.424230695,4.15884606,20.15269215,7.99822909,1030.56396,10.13536412,2.633002684,4,0.68232965,0.060817128,-0.140408652,79.1747394,932.4574114,435.0213348,0.054170803,0.241923527
JAWA TIMUR,PONOROGO,SAMBIT,1,3/4/2019,3,2019,7.970993311,425.7703789,11.43083163,6,1.824817518,38.0199995,22.76499939,21.0999999,0.719819182,-0.326144354,-0.071330517,81.8849988,129.230998,41.92235209,11.12529388,7.123823446,7.88433763,290.775129,8.09554079,3.193864132,5.823529412,0.684800557,-0.277975195,-0.108118338,1426.345288,1423.858891,320.9982159,-0.260150668,-0.057887598
JAWA BARAT,SUBANG,PUSAKANAGARA,0,3/4/2019,3,2019,11.42209228,3.297486665,0.776933998,6,1.638452237,16.56999922,3.86499989,7.259999514,0.48213602,0.28733899,-0.076366189,27.69499862,87.73449661,15.9509997,2.687999967,8.214499855,10.28952921,9.713495946,0.766064424,3.122392993,5.8,0.672295217,0.175574908,-0.112549728,126.5297299,626.3419827,279.543844,-0.23440261,0.202177041
JAWA TIMUR,NGANJUK,SAWAHAN,1,3/5/2019,3,2019,6.872889182,907.2405706,17.43937915,4,2.464151918,61.7349987,45.65999794,16.45499897,0.598977888,-0.013415951,-0.157527288,123.8499956,166.5894957,48.7346653,33.68166628,16.32466636,8.054055631,453.8221624,9.69153183,3.115227015,5.066666667,0.707559992,-0.220960904,-0.121612665,584.1031029,188.0426424,14.15829909,0.278351267,0.043026055
JAWA BARAT,CIREBON,CILEDUG,0,3/5/2019,3,2019,9.567317506,15.19725099,1.101462405,4,3.3437014,10.60499954,0.519999996,44.80999947,0.571808131,-0.301476928,-0.063894063,55.934999,127.1809964,11.11229141,0.716249983,36.41979104,9.452336401,60.72877591,2.893297304,2.788391784,5,0.630221735,-0.126055184,-0.074917712,187.3776888,583.745616,35.90856063,-0.312179846,-0.269961159
JAWA TIMUR,MADIUN,PILANGKENCENG,1,3/5/2019,3,2019,9.379442003,94.02917262,1.712177704,6,3.637941919,44.32999706,18.45499992,8.455000162,0.630657678,-0.365759618,-0.087997953,71.23999715,102.2129969,50.32249832,19.41749964,7.466071205,9.907206475,102.9888878,2.688906165,3.280805733,5,0.620441063,-0.317114827,-0.081161622,6203.95054,1643.256722,64.13487044,-0.144124545,-0.13259638
JAWA TENGAH,CILACAP,JERUKLEGI,0,3/5/2019,3,2019,8.058977191,63.66582351,5.791996922,6,1.80409673,10.44499969,0.930000007,11.51499939,0.721272623,0.188421166,-0.16616002,22.88999909,101.4164974,12.40466609,0.543666654,10.42999971,9.023323574,50.42268664,4.642197919,2.468166334,4.8,0.662069502,0.064223551,-0.179877974,1022.601389,3794.441734,702.0765921,0.337955654,0.356208905
JAWA TIMUR,LAMONGAN,MADURAN,1,3/6/2019,3,2019,10.36805152,5.097370694,0.741268215,1,4.469213289,12.77499962,43.88999748,0.75999999,0.502490409,-0.087692203,-0.096500183,57.42499709,104.1494962,18.86294048,44.30617551,1.132941158,9.420831603,16.10298582,1.325372514,2.926528431,5,0.53353823,-0.09639874,-0.051843863,9455.615413,1779.173231,3075.909703,0.275804083,0.021692583
JAWA TIMUR,BOJONEGORO,KAPAS,1,3/6/2019,3,2019,10.34127244,23.61576978,0.804438841,3,2.97833244,14.26999998,65.39999771,0.150000002,0.597482249,-0.299677558,-0.063527473,79.81999769,127.3824961,17.33733301,65.35466518,2.229666582,9.506301086,59.06506526,2.251177363,3.066436436,5.2,0.628772832,-0.297461763,-0.039081252,9149.280964,1399.530585,3047.507117,-0.238663685,-0.388592075
JAWA TIMUR,NGAWI,KWADUNGAN,1,3/6/2019,3,2019,18.82924644,51.87978202,0.419490276,4,4.216735853,11.05999947,55.10000038,23.78000021,0.504513476,-0.190730788,-0.158400525,89.94000006,115.4094994,18.95592557,48.37851694,33.23277728,10.42514781,87.93695775,1.525289749,3.725877641,4.814814815,0.60222059,-0.308623254,-0.09650836,8889.700496,1151.607139,3032.583143,0.461742692,0.041503692
JAWA BARAT,BANDUNG BARAT,CILILIN,1,3/6/2019,3,2019,8.170649524,814.8339939,11.49523218,4,2.323699942,51.70000076,14.19999933,0.305,0.682148022,0.101907246,-0.170893178,66.2050001,123.5909978,43.43890509,18.29390556,0.738749981,11.57477706,771.0456584,5.193135059,2.884294864,4.4375,0.480342109,0.042925108,-0.030377968,1416.933663,102.1233821,82.37077208,0.289445437,0.001509032
JAWA TIMUR,SIDOARJO,PORONG,1,3/6/2019,3,2019,44.32088089,4.725725873,0.708108039,4,3.197366874,24.31499863,61.33499908,4.259999871,0.533076523,-0.031751426,-0.101284581,89.90999758,129.6824965,18.53639946,41.72999891,3.292999833,11.42827476,65.03083763,1.788756978,3.151662506,4.48,0.550791538,-0.087603948,-0.09465039,6885.942473,3085.140846,2100.039629,0.270015428,0.206963345
JAWA TENGAH,KOTA TEGAL,TEGAL TIMUR,1,3/6/2019,3,2019,9.786295024,5.669954294,0.754421899,4,3.418391911,37.56499958,22.07999897,10.85999966,0.309153716,-0.267377027,0.052521927,70.50499821,170.4229953,43.94360971,17.31805519,5.735833277,9.43656712,26.53980861,1.295855231,3.288148263,4.055555556,0.520508975,-0.26433834,-0.051830944,425.3865001,222.2487424,7.758055847,-0.443337717,-0.265714601
DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL,SEMIN,1,3/6/2019,3,2019,7.962561915,238.9219057,7.005452197,6,2.179824751,87.34499931,20.66499996,17.92499971,0.731386159,-0.199070766,-0.018053403,125.934999,177.7329982,74.30360953,23.33638875,16.5669441,9.455224439,191.0642994,4.902527613,2.763044713,5.555555556,0.69702476,-0.14289064,-0.077469233,4429.217151,427.4084955,1201.589518,-0.746121956,-0.275198594
JAWA TIMUR,TRENGGALEK,DONGKO,1,3/6/2019,3,2019,7.023566068,603.4937711,14.35542072,6,1.596179069,78.7349968,26.57500076,24.03499889,0.682926456,-0.099820816,-0.214268795,129.3449965,187.0529952,89.5499986,25.50944408,22.25444396,6.695009162,377.0717586,13.36100415,1.996825004,6,0.681773959,-0.127224509,-0.185046673,655.9865498,566.5336347,256.4364958,0.651597965,0.43022575
JAWA TIMUR,TUBAN,PARENGAN,1,3/6/2019,3,2019,8.637060403,92.49613992,4.108744693,6,2.086521483,25.14999962,82.75499725,1.10499993,0.700982838,-0.410197304,0.010104072,109.0099968,157.6074961,23.70666609,78.18799782,1.446999981,9.419206805,81.98944666,2.689143293,2.890988712,5.133333333,0.62502825,-0.319474306,-0.024076691,8027.639153,835.7989674,2888.035517,-0.903143119,-0.442798666
JAWA TIMUR,MAGETAN,LEMBEYAN,1,3/6/2019,3,2019,8.843205121,148.4908241,2.939143976,6,3.894580916,40.23999882,46.83999825,61.09499931,0.650604585,-0.317830187,-0.08320747,148.1749964,178.0389964,46.57344779,44.61224023,55.74706714,8.933473856,240.2479087,4.136536807,3.42489835,5.517241379,0.683710412,-0.309753585,-0.089303108,5322.415826,530.170584,1735.261222,0.059656937,-0.107454466
JAWA TIMUR,BLITAR,SUTOJAYAN,1,3/6/2019,3,2019,10.5969845,169.5276096,3.381113308,6,2.679069767,63.55999947,12.71000004,0.465000004,0.739544859,-0.281912093,-0.075129526,76.73499951,117.6699975,70.52823325,12.93205876,1.708529368,8.25199225,216.8882785,3.73570355,2.952408399,5.647058824,0.695780155,-0.147362866,-0.092121002,3159.109689,1459.394798,1105.780985,-0.251178142,0.02350375
JAWA TENGAH,WONOGIRI,TIRTOMOYO,1,3/6/2019,3,2019,7.201711967,468.939219,14.64406533,6,2.383423398,107.4049988,17.98000002,33.2349987,0.734967627,0.070992972,-0.11400952,158.6199975,205.3434963,97.94249807,20.409285,31.49249891,8.093508524,381.5246255,10.16263009,2.532706741,5.714285714,0.727600584,-0.024955417,-0.099930982,1751.325059,243.7796338,373.2666646,-0.062140551,-0.207766195
JAWA TENGAH,KLATEN,BAYAT,1,3/6/2019,3,2019,9.681715873,130.9239435,3.820711361,6,2.846914422,64.43999863,26.08000088,12.35500002,0.711685615,-0.125957332,-0.089156663,102.8749995,156.6314976,63.49838077,28.60926444,13.07985265,9.287066671,184.3625393,3.296843859,3.538137034,4.852941176,0.679455906,-0.10233676,-0.098243267,5950.128101,618.3431572,1952.703391,-0.21386115,0.02852769
JAWA TENGAH,TEGAL,KRAMAT,1,3/6/2019,3,2019,9.849648248,6.965783364,0.96438963,6,3.93878575,37.56499958,22.07999897,10.85999966,0.569011373,-0.307545247,-0.077767451,70.50499821,170.4229953,41.24289352,15.65368385,5.451842019,9.236700824,38.53442652,1.635341449,3.191347364,4.210526316,0.517936555,-0.263935118,-0.042378582,298.8888332,191.9345012,4.936942659,0.059500368,-0.261988763
JAWA TIMUR,GRESIK,KEDAMEAN,1,3/6/2019,3,2019,9.573738876,23.91599942,1.313364572,6,2.295824338,8.034999847,21.03999996,1.179999948,0.557684432,-0.069117127,0.075685448,30.25499976,79.11399829,11.97032229,23.20725761,2.352741872,10.30508989,15.29267266,1.089324188,2.729027025,4.903225806,0.479444746,-0.103845676,-0.011140767,6512.693005,2757.42674,2040.199635,-0.834877551,-0.212652028
JAWA TIMUR,GRESIK,CERME,1,3/7/2019,3,2019,10.0358384,6.268968583,0.825136504,1,2.938557435,17.74499989,7.949999571,23.37499952,0.331511268,0.112097763,-0.07817253,49.06999898,93.06099701,18.82321388,12.67053539,21.9783925,9.341969611,11.83610484,1.069427465,2.217592622,4.464285714,0.381369779,-0.040257504,0.011659717,4154.419837,5629.357389,816.9629449,0.158468442,-0.08187799
JAWA TENGAH,KOTA SURAKARTA,JEBRES,1,3/7/2019,3,2019,9.147595713,104.3361408,2.216998761,3,2.228412256,13.47499895,36.61499977,34.81499863,0.458944182,-0.256175678,0.066966808,84.90499735,146.473997,13.83954508,34.93712035,34.10257496,9.570374897,131.5609634,1.780988292,3.646127083,4.666666667,0.57845295,-0.236343457,-0.05404315,2559.005737,4091.275366,474.5636695,-0.070014738,-0.025390281
JAWA TIMUR,BANYUWANGI,PESANGGARAN,1,3/7/2019,3,2019,7.484372136,229.4618876,13.53459272,4,1.706397596,63.47999954,13.84499931,1.084999949,0.793784662,-0.211956327,-0.26029274,78.4099988,90.97699837,66.59000015,7.744999409,0.264999993,8.37030372,161.2287338,7.609562406,2.61414803,6,0.766206002,-0.228365696,-0.142997265,150.0800907,55.68603496,15.94633584,0.757924664,0.476667199
JAWA TIMUR,GRESIK,MENGANTI,0,3/7/2019,3,2019,9.751250856,17.37876925,1.051369414,4,2.372743865,17.74499989,7.949999571,23.37499952,0.479932753,-0.101618618,0.028991742,49.06999898,93.06099701,18.68464257,13.66642838,21.06833305,9.654627567,10.66391679,1.008560491,2.240305148,3.80952381,0.365627425,-0.087478911,0.024986254,4211.595041,1430.289612,691.2752291,-0.731903093,-0.125087629
JAWA TIMUR,JEMBER,KALIWATES,0,3/7/2019,3,2019,9.494405342,85.53186039,1.75346663,4,5.751708428,15.81999922,0.87499997,4.164999962,0.601511426,-0.19465439,-0.040360876,20.85999915,77.65849766,22.09833279,5.955999708,8.18299973,8.571421782,269.8076246,5.774569572,3.122964331,6,0.707956705,-0.201474918,-0.18060193,268.85884,57.16858385,46.15457089,-0.101713351,0.492111507
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,1,3/7/2019,3,2019,16.62765629,99.14140941,1.722120364,6,4.651818438,37.66499805,106.359993,24.71000004,0.745091678,-0.296307572,-0.123815016,168.7349911,212.4169899,33.68412992,98.32673662,28.39847784,10.19066501,149.6347551,4.521778645,3.181694397,6,0.73305809,-0.238109834,-0.112950362,2972.462274,1046.428593,550.4421349,0.128097886,0.047118279
JAWA TIMUR,GRESIK,DRIYOREJO,1,3/7/2019,3,2019,9.828431175,18.66996417,1.433902006,6,1.914399897,16.55500031,12.1449995,18.59499979,0.5240072,-0.128754664,0.034563255,47.2949996,98.50999823,17.84784061,14.32636343,23.94522679,10.11982034,10.29861606,0.964162412,2.369363166,3.704545455,0.395509471,-0.112750761,0.009344827,4195.040041,1429.204612,682.0902296,-0.72140843,-0.084495961
JAWA TENGAH,SUKOHARJO,MOJOLABAN,1,3/7/2019,3,2019,10.22081741,101.6826449,1.144168669,6,3.452492944,13.47499895,36.61499977,34.81499863,0.631854382,-0.263595384,-0.128323045,84.90499735,146.473997,15.06863594,39.81530216,32.42893869,9.412578774,143.9187445,2.199906244,3.629608521,4.666666667,0.588550675,-0.232392067,-0.049356793,2622.654194,4182.049466,475.3227083,0.300007161,-0.04595171
JAWA TIMUR,GRESIK,DUKUN,1,3/7/2019,3,2019,9.78471519,10.79626698,1.083259406,6,4.000443877,15.61000013,18.1449995,29.1999979,0.490291529,-0.08130149,-0.097667111,62.95499754,113.4069963,17.9474996,18.26124921,37.46999878,9.180021802,12.4272953,1.166581631,2.928590353,4.8125,0.485569141,0.005803898,-0.097779451,3908.692919,5603.498087,760.580151,0.243771162,0.26391875
JAWA TIMUR,PONOROGO,SIMAN,1,3/7/2019,3,2019,8.791324294,144.7998397,2.917287238,6,4.06934746,28.06000042,49.00000191,50.43499947,0.633681097,-0.396364475,-0.051108642,127.4950018,218.3304977,25.46142796,62.24166598,40.90666567,8.568164117,277.2557132,6.701136036,3.285853892,5.571428571,0.709536324,-0.319795854,-0.107687964,1894.719987,3055.412042,321.7919478,-0.412544278,-0.043342433
JAWA BARAT,MAJALENGKA,CINGAMBUL,1,3/7/2019,3,2019,7.618146324,721.0220399,11.06820203,6,1.731764706,6.379999638,37.31999874,3.459999919,0.782405278,-0.070428341,-0.131213818,47.1599983,107.1664971,5.736799836,38.37459938,4.12899986,7.600808765,684.5739956,11.17523856,2.318251083,5.04,0.737232497,-0.03290914,-0.190874716,167.3872935,155.2403822,331.1555341,0.068337013,0.443710823
JAWA TIMUR,JEMBER,PUGER,1,3/7/2019,3,2019,9.069810363,69.39768702,6.596491897,6,2.158720298,30.92500019,32.08000088,0.99999994,0.694668231,-0.239115318,-0.204454326,64.00500101,73.79300074,27.50124907,12.62749976,17.5374999,9.728016327,29.03416699,2.466480354,2.58821742,6,0.67337048,-0.270403196,-0.150022439,337.3151953,60.25083888,83.12921585,0.649660016,0.537559811
JAWA BARAT,CIREBON,GUNUNG JATI,0,3/7/2019,3,2019,11.7061921,3.852269171,0.729745509,6,2.34521576,4.974999905,22.94999886,3.725000024,0.598496712,0.156038424,0.007537485,31.64999878,118.9284951,6.330483821,27.8243542,3.759515987,9.717228233,49.38702859,2.043054092,2.993639848,4.64516129,0.620857042,0.153355489,-0.037530848,78.81836481,8.977503959,44.99182345,-0.701167968,-0.146470916
JAWA BARAT,KARAWANG,RENGASDENGKLOK,0,3/8/2019,3,2019,9.811492035,10.01932581,0.857048557,1,1.140721802,2.469999969,5.044999838,22.42499971,0.649640656,0.024689051,-0.151114384,29.93999952,93.81499761,1.844999916,6.397954312,22.98931763,10.57957326,10.07264018,0.847970859,3.148724588,3.045454545,0.514879139,0.107346283,-0.14102063,724.1848038,1897.2179,4622.93384,0.343857995,0.428653744
DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,3/8/2019,3,2019,9.59003593,95.09304614,1.201034806,4,6.155179887,0.644999966,11.88499975,81.44999886,0.386272286,0.01029957,0.081754989,93.97999857,138.0749971,0.738369536,10.84119541,70.52499875,9.137464095,128.0649173,2.736909481,3.629483653,4.304347826,0.579276655,-0.057650261,-0.048511744,27.98723128,852.1927804,1023.068637,-0.39851067,0.183641737
JAWA TIMUR,GRESIK,MANYAR,1,3/8/2019,3,2019,2.814474521,3.584972411,0.732614756,6,2.814470393,1.574999928,19.67999983,15.32499933,0.342760649,0.128707764,-0.161274243,36.57999909,85.23999918,0.858095202,19.99166618,14.39809482,9.376676613,8.155520464,0.982999093,2.461601815,4.571428571,0.39605443,0.005613404,-0.043718593,209.6568645,10851.01969,5420.467704,0.505642843,0.200786702
BANTEN,LEBAK,WANASALAM,0,3/8/2019,3,2019,10.24971948,25.0773953,2.6638158,6,2.702363391,5.039999843,0.089999998,17.05499983,0.71169957,0.491296334,-0.098602848,22.18499967,66.75999864,5.940833211,0.295833329,17.81999958,8.49276206,98.03877913,4.286060481,2.308870651,5.333333333,0.740001549,0.431083432,-0.153284341,46.49930355,46.69211845,77.32342301,0.095351044,0.427892372
JAWA BARAT,KARAWANG,CILAMAYA KULON,0,3/9/2019,3,2019,10.05756663,5.636776742,0.796454788,6,3.666954271,0.549999967,1.934999943,5.314999938,0.674009431,0.145825551,-0.173597198,7.799999848,89.72999682,1.409999979,2.18692302,6.259230577,10.04417587,11.71154517,0.836548776,3.283977448,2.846153846,0.652652324,-0.017521493,-0.17486631,104.9348582,440.7120297,90.10816359,0.532302739,0.643337119
JAWA TIMUR,PONOROGO,PONOROGO,1,3/10/2019,3,2019,10.64837245,101.3151592,0.864782649,3,5.813415574,0,0.230000004,0.799999952,0.576057019,-0.378109659,-0.050345624,1.029999956,188.4749968,0.178636363,0.584545434,0.878636348,8.676218241,224.6901427,5.600676217,3.328291995,5.909090909,0.701234631,-0.341144875,-0.098463049,93.31846633,2648.994193,747.1684121,-0.090438232,-0.082886692
JAWA TENGAH,MAGELANG,MUNGKID,1,3/11/2019,3,2019,9.199970005,297.3885087,2.07731499,4,4.630287949,4.189999938,0.259999998,2.704999924,0.673580604,-0.070064146,-0.163094133,7.15499986,84.68499803,6.02642835,0.663214264,1.335892811,8.283996096,481.2204662,6.159519393,3.197479717,4.178571429,0.721473341,-0.019744451,-0.156573777,406.4540312,47.29046206,340.7741289,0.637836149,0.524205437
BANTEN,SERANG,TIRTAYASA,0,3/11/2019,3,2019,10.57180183,1.033078457,0.615270798,4,3.276808883,2.069999993,4.460000038,1.480000019,0.592918985,0.390430529,-0.081286458,8.01000005,101.7649978,9.754166454,7.269166648,3.27291669,10.43399034,6.377277628,0.817255384,3.029663617,4.416666667,0.640532868,0.234593922,-0.049543917,942.9361175,522.9126057,737.9408131,0.343447061,0.132269517
JAWA BARAT,BEKASI,CIKARANG UTARA,0,3/12/2019,3,2019,9.673812427,19.56383738,1.042312487,1,3.036256474,17.55999899,1.554999948,10.71500015,0.388163908,0.094874642,0.025919745,29.82999909,63.05499744,16.72413742,4.118275702,17.99448228,9.601621875,24.20216947,1.381981134,3.042956512,1.896551724,0.500252133,0.07286487,-0.025865079,246.6051781,249.2227845,149.534739,-0.248462109,-0.110256359
JAWA BARAT,CIANJUR,SINDANGBARANG,0,3/12/2019,3,2019,7.976066424,70.57577534,7.430226232,4,2.216559935,15.75999928,2.584999859,18.19999981,0.703052079,0.096791883,-0.08059028,36.54499894,83.41999966,15.38249946,4.839999944,13.54374987,7.63445952,319.4334255,11.06631308,2.245939468,4,0.737768613,0.257556228,-0.168170847,52.35206862,12.20243757,103.3894675,-0.234463974,0.227405665
JAWA TIMUR,BOJONEGORO,SEKAR,0,3/12/2019,3,2019,7.660593317,253.4706063,7.466750367,6,1.191844152,0.450000018,0,0,0.685488254,-0.337959519,0.01445882,0.450000018,22.59999973,2.033333292,0.028333333,0.236666664,8.685509642,128.2166394,3.769354295,2.607302836,6,0.682595089,-0.35635918,-0.020814459,561.3199233,134.0491229,3825.673407,-0.892885668,-0.649411984
JAWA TIMUR,MADIUN,GEMARANG,0,3/12/2019,3,2019,7.875084162,274.8426398,6.798454724,6,3.779044781,2.599999845,0.024999999,0.544999972,0.811210885,-0.408101652,-0.028097589,3.169999816,31.78499918,2.985333294,0.55166665,0.349666659,8.622574804,269.7315119,6.014159707,3.409018178,4.533333333,0.676964328,-0.30209805,-0.091990119,532.3994596,120.8542641,3629.940522,-0.659064802,-0.156175713
JAWA TENGAH,MAGELANG,CANDIMULYO,1,3/13/2019,3,2019,8.159676466,474.0847694,5.222001815,4,4.488109049,10.27999949,6.59499979,6.269999743,0.827136627,-0.123560333,-0.21949008,23.14499903,32.21999887,9.03749969,6.508928405,7.871071107,8.167504645,616.040698,6.923366535,3.080206818,4.035714286,0.714649992,-0.032173934,-0.154301157,208.0215251,30.5045684,647.9931525,0.789898092,0.524756437
JAWA TENGAH,SEMARANG,BANYUBIRU,0,3/15/2019,3,2019,13.76977636,733.2350068,12.52666104,4,2.991225738,10.8549993,2.569999874,18.86500025,0.670817914,-0.208469453,-0.224767959,32.28999943,53.75499934,10.35891276,3.460652038,10.25304341,8.585516761,714.0928518,7.789397954,2.610753292,4.565217391,0.727539279,-0.147011904,-0.137769853,268.7828676,85.07214421,28.29814971,0.731296215,0.32677875
JAWA TIMUR,TUBAN,MONTONG,1,3/16/2019,3,2019,8.277465988,227.2002835,4.89239487,6,2.3148573,23.43499947,0.169999994,0.679999977,0.672556603,-0.28288471,0.08422669,24.28499944,72.35999758,20.24999964,0.560714273,1.917857099,9.172595616,79.27878748,2.994720177,2.481290895,6,0.639394779,-0.347939429,0.005978517,391.0158284,614.5831366,71.24347246,-0.808155291,-0.579490332
JAWA TIMUR,GRESIK,DRIYOREJO,1,3/16/2019,3,2019,9.828431175,18.66996417,1.433902006,6,1.914399897,19.99999952,2.319999933,5.914999723,0.5240072,-0.128754664,0.034563255,28.23499918,67.68499947,16.58613586,2.122613573,4.020909011,10.11982034,10.29861606,0.964162412,2.369363166,3.704545455,0.395509471,-0.112750761,0.009344827,2096.47612,2021.310003,250.1445518,-0.72140843,-0.084495961
DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,TEMON,1,3/17/2019,3,2019,13.3766382,12.81919703,1.687211355,4,3.648489604,93.82999992,15.1899991,18.99999905,0.591756723,0.015629255,-0.098409269,128.0199981,147.2799976,80.12866516,13.65766616,24.92666626,9.517851247,110.5288713,5.728445517,2.578145675,5.066666667,0.711783,-0.033783889,-0.161833841,1628.067552,297.8383125,103.231956,0.280241023,0.386414874
JAWA TENGAH,PURWOREJO,GRABAG,1,3/17/2019,3,2019,13.23829488,7.547276993,0.680054522,4,2.928427952,55.08999825,27.38000107,17.40999985,0.616424867,-0.019035491,-0.125092817,99.87999916,123.3749982,70.22166519,16.85366616,22.24433317,11.54171111,46.10515989,3.325591744,3.028700165,4.066666667,0.683528185,-0.033760102,-0.167516691,1035.175243,103.6066452,38.84678055,0.389315544,0.513503666
JAWA BARAT,SUKABUMI,CIMANGGU,0,3/17/2019,3,2019,7.644066301,460.6956703,8.228603847,4,2.871004187,37.65499878,0.944999993,24.5549984,0.625484243,0.395660712,-0.092760898,63.15499717,90.14499718,38.16999865,2.558124918,21.08749956,7.731135853,340.6386382,7.791749631,2.264810626,4.25,0.652337663,0.380394787,-0.110455197,94.58835748,13.81326117,22.93281025,-0.144135386,-0.031788358
JAWA TIMUR,GRESIK,DRIYOREJO,1,3/17/2019,3,2019,9.828431175,18.66996417,1.433902006,6,1.914399897,35.43999767,19.99999952,2.319999933,0.5240072,-0.128754664,0.034563255,57.75999713,99.39999712,34.1047714,16.58613586,2.122613573,10.11982034,10.29861606,0.964162412,2.369363166,3.704545455,0.395509471,-0.112750761,0.009344827,2592.477282,369.4262543,467.1256088,-0.72140843,-0.084495961
