Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic DT (Batch),0.8397887323943662,0.5357142857142857,0.6060606060606061,0.5687203791469194,0.4708002293390122,0.7699112661799228
Static DT (Batch),0.8229074889867841,0.5,0.5771144278606966,0.535796766743649,0.42707143054463814,0.7711096551503723
