Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (Optimized),0.7975352112676056,0.5855421686746988,0.8073089700996677,0.6787709497206704,0.5363643784180883,0.8803549048083236
Static LULC (Optimized),0.7973568281938326,0.5860349127182045,0.7859531772575251,0.6714285714285714,0.5293869501101492,0.8802587572610455
