WADMKK,WADMKC,probability,JOIN_ID
Adm. Kep. Seribu,Kepulauan Seribu Selatan,0.6826089901928136,Adm. Kep. Seribu_Kepulauan Seribu Selatan
Adm. Kep. Seribu,Kepulauan Seribu Utara,0.7521226035850745,Adm. Kep. Seribu_Kepulauan Seribu Utara
Bandung,Arjasari,0.6720742374774978,Bandung_Arjasari
Bandung,Baleendah,0.6751132977034783,Bandung_Baleendah
Bandung,Banjaran,0.6541756821112956,Bandung_Banjaran
Bandung,Bojongsoang,0.7029894694677298,Bandung_Bojongsoang
Bandung,Cangkuang,0.6647284996221524,Bandung_Cangkuang
Bandung,Cicalengka,0.6252875666816845,Bandung_Cicalengka
Bandung,Cikancung,0.6087676811750338,Bandung_Cikancung
Bandung,Cilengkrang,0.6228059134554588,Bandung_Cilengkrang
Bandung,Cileunyi,0.663036857477038,Bandung_Cileunyi
Bandung,Cimaung,0.6333306224219535,Bandung_Cimaung
Bandung,Cimenyan,0.661920155877983,Bandung_Cimenyan
Bandung,Ciparay,0.6384025731940692,Bandung_Ciparay
Bandung,Ciwidey,0.6170282840654358,Bandung_Ciwidey
Bandung,Dayeuhkolot,0.6862045437209623,Bandung_Dayeuhkolot
Bandung,Ibun,0.6071924824917083,Bandung_Ibun
Bandung,Katapang,0.7199576574201286,Bandung_Katapang
Bandung,Kertasari,0.6388809706976889,Bandung_Kertasari
Bandung,Kutawaringin,0.6554614381748282,Bandung_Kutawaringin
Bandung,Majalaya,0.6713390101299136,Bandung_Majalaya
Bandung,Margaasih,0.7292360571317593,Bandung_Margaasih
Bandung,Margahayu,0.7028079457283114,Bandung_Margahayu
Bandung,Nagreg,0.591713839462911,Bandung_Nagreg
Bandung,Pacet,0.640753679988742,Bandung_Pacet
Bandung,Pameungpeuk,0.7199505949331395,Bandung_Pameungpeuk
Bandung,Pangalengan,0.6386050127890684,Bandung_Pangalengan
Bandung,Paseh,0.6003104391738294,Bandung_Paseh
Bandung,Pasirjambu,0.6021834067806977,Bandung_Pasirjambu
Bandung,Rancabali,0.5913043835249715,Bandung_Rancabali
Bandung,Rancaekek,0.6513076124358729,Bandung_Rancaekek
Bandung,Solokanjeruk,0.6595296988290118,Bandung_Solokanjeruk
Bandung,Soreang,0.6747278931852454,Bandung_Soreang
Bandung Barat,Batujajar,0.6829443425253793,Bandung Barat_Batujajar
Bandung Barat,Cihampelas,0.6672146709070075,Bandung Barat_Cihampelas
Bandung Barat,Cikalongwetan,0.6155959900026512,Bandung Barat_Cikalongwetan
Bandung Barat,Cililin,0.6292928396165233,Bandung Barat_Cililin
Bandung Barat,Cipatat,0.6211298630104781,Bandung Barat_Cipatat
Bandung Barat,Cipeundeuy,0.5738639514186007,Bandung Barat_Cipeundeuy
Bandung Barat,Cipongkor,0.6061488041714048,Bandung Barat_Cipongkor
Bandung Barat,Cisarua,0.6402218845911564,Bandung Barat_Cisarua
Bandung Barat,Gununghalu,0.6161447139805499,Bandung Barat_Gununghalu
Bandung Barat,Lembang,0.6492970776987028,Bandung Barat_Lembang
Bandung Barat,Ngamprah,0.6528439514733628,Bandung Barat_Ngamprah
Bandung Barat,Padalarang,0.6480840608737665,Bandung Barat_Padalarang
Bandung Barat,Parongpong,0.6441149245749084,Bandung Barat_Parongpong
Bandung Barat,Rongga,0.6109942881097731,Bandung Barat_Rongga
Bandung Barat,Saguling,0.6071288789240449,Bandung Barat_Saguling
Bandung Barat,Sindangkerta,0.5982486783770067,Bandung Barat_Sindangkerta
