Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
ARF Dynamic LULC,0.7722388585520521,0.735675306957708,0.8063551401869159,0.7693953986088817,0.5453403737279369,0.8502333646727727
ARF Static LULC,0.7714688767413155,0.7343537414965986,0.8074046372475692,0.7691485571784823,0.5438951551935929,0.8468130309317046
