Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (Batch-Inc),0.7297444263186514,0.6835075493612079,0.7238622386223862,0.7031063321385902,0.4554763181411975,0.78551750429785
Static LULC (Batch-Inc),0.7312091503267973,0.7274021352313167,0.6285362853628537,0.674364896073903,0.44758574143408736,0.8068402751476196
