Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (Optimized),0.7966549295774648,0.583732057416268,0.8106312292358804,0.6787204450625869,0.5356685328444938,0.8775936499094833
Static LULC (Optimized),0.7947136563876652,0.5808823529411765,0.7926421404682275,0.6704384724186704,0.5264575323970698,0.8722296010625529
