Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Incremental Logistic Regression (Dynamic LULC),0.8089788732394366,0.6329113924050633,0.6644518272425249,0.6482982171799028,0.5172867549150153,0.8481488849543437
Incremental Logistic Regression (Static LULC),0.7814977973568282,0.5841584158415841,0.5919732441471572,0.5880398671096346,0.43936774512225235,0.8394148757421068
