Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (SAM-KNN),0.7389466267394751,0.7120511908993956,0.748785046728972,0.7299562682215742,0.4776229421577012,0.8089943775800557
Static LULC (SAM-KNN),0.7372597425498149,0.7108262108262108,0.7464472700074795,0.7282013863553448,0.4742290544138541,0.8042941969643541
