WADMKK,WADMKC,probability,JOIN_ID,selisih
Sukabumi,Cireunghas,0.623603286,Sukabumi_Cireunghas,-0.051285
Sukabumi,Cisaat,0.598472977,Sukabumi_Cisaat,0.061795
Sukabumi,Cisolok,0.605766936,Sukabumi_Cisolok,0.054906
Sukabumi,Curugkembar,0.569843411,Sukabumi_Curugkembar,0.039884
Sukabumi,Gegerbitung,0.639208454,Sukabumi_Gegerbitung,-0.049934
Sukabumi,Gunungguruh,0.60851116,Sukabumi_Gunungguruh,0.026190
Sukabumi,Jampangkulon,0.564162783,Sukabumi_Jampangkulon,0.103864
Sukabumi,Jampangtengah,0.640708405,Sukabumi_Jampangtengah,-0.013467
Sukabumi,Kabandungan,0.625113951,Sukabumi_Kabandungan,0.017702
Sukabumi,Kadudampit,0.642782675,Sukabumi_Kadudampit,-0.062196
Sukabumi,Kalapanunggal,0.60792425,Sukabumi_Kalapanunggal,0.047054
Sukabumi,Kalibunder,0.568376808,Sukabumi_Kalibunder,0.067718
Sukabumi,Kebonpedes,0.62332888,Sukabumi_Kebonpedes,0.038348
Sukabumi,Lengkong,0.629700004,Sukabumi_Lengkong,0.039078
Sukabumi,Nagrak,0.616287338,Sukabumi_Nagrak,-0.036514
Sukabumi,Nyalindung,0.613943581,Sukabumi_Nyalindung,-0.024936
Sukabumi,Pabuaran,0.591050496,Sukabumi_Pabuaran,0.053420
Sukabumi,Palabuhanratu,0.599547477,Sukabumi_Palabuhanratu,-0.013710
Sukabumi,Parakansalak,0.624805104,Sukabumi_Parakansalak,0.012724
Sukabumi,Parungkuda,0.57511807,Sukabumi_Parungkuda,0.077976
Sukabumi,Purabaya,0.6467296,Sukabumi_Purabaya,-0.041250
Sukabumi,Sagaranten,0.568982105,Sukabumi_Sagaranten,0.037310
Sukabumi,Simpenan,0.591626454,Sukabumi_Simpenan,0.033507
Sukabumi,Sukabumi,0.63157556,Sukabumi_Sukabumi,-0.018694
Sukabumi,Sukalarang,0.627979543,Sukabumi_Sukalarang,-0.023293
Sukabumi,Sukaraja,0.618030087,Sukabumi_Sukaraja,-0.015288
Sukabumi,Surade,0.556519698,Sukabumi_Surade,0.100792
Sukabumi,Tegalbuleud,0.556139343,Sukabumi_Tegalbuleud,0.081457
Sukabumi,Waluran,0.566151306,Sukabumi_Waluran,0.100816
Sukabumi,Warungkiara,0.597003485,Sukabumi_Warungkiara,0.033658
Sukoharjo,Baki,0.632371579,Sukoharjo_Baki,0.063437
Sukoharjo,Bendosari,0.620674269,Sukoharjo_Bendosari,0.036306
Sukoharjo,Bulu,0.552337663,Sukoharjo_Bulu,0.072766
Sukoharjo,Gatak,0.61052813,Sukoharjo_Gatak,0.078805
Sukoharjo,Grogol,0.621515549,Sukoharjo_Grogol,0.076922
Sukoharjo,Kartasura,0.614184647,Sukoharjo_Kartasura,0.068250
Sukoharjo,Mojolaban,0.630734869,Sukoharjo_Mojolaban,0.077092
Sukoharjo,Nguter,0.627510662,Sukoharjo_Nguter,0.034704
Sukoharjo,Polokarto,0.605818895,Sukoharjo_Polokarto,0.054437
Sukoharjo,Sukoharjo,0.639158387,Sukoharjo_Sukoharjo,0.035735
Sukoharjo,Tawangsari,0.647228997,Sukoharjo_Tawangsari,0.055785
Sukoharjo,Weru,0.613803014,Sukoharjo_Weru,0.053020
Sumedang,Buahdua,0.666612477,Sumedang_Buahdua,-0.095113
Sumedang,Cibugel,0.664153897,Sumedang_Cibugel,-0.045866
Sumedang,Cimalaka,0.661336445,Sumedang_Cimalaka,-0.058864
Sumedang,Cimanggung,0.676001326,Sumedang_Cimanggung,-0.036425
Sumedang,Cisarua,0.637618906,Sumedang_Cisarua,-0.044474
Sumedang,Cisitu,0.659309006,Sumedang_Cisitu,-0.071403
Sumedang,Conggeang,0.60435801,Sumedang_Conggeang,-0.026926
Sumedang,Darmaraja,0.635613017,Sumedang_Darmaraja,0.000778
Sumedang,Ganeas,0.660261122,Sumedang_Ganeas,-0.074861
Sumedang,Jatigede,0.624418836,Sumedang_Jatigede,-0.016357
Sumedang,Jatinangor,0.676961538,Sumedang_Jatinangor,-0.059295
Sumedang,Jatinunggal,0.609676873,Sumedang_Jatinunggal,0.006695
Sumedang,Pamulihan,0.704624497,Sumedang_Pamulihan,-0.089328
Sumedang,Paseh,0.629357664,Sumedang_Paseh,-0.055955
Sumedang,Rancakalong,0.675395956,Sumedang_Rancakalong,-0.054712
Sumedang,Situraja,0.645925124,Sumedang_Situraja,-0.050818
Sumedang,Sukasari,0.700105502,Sumedang_Sukasari,-0.079502
Sumedang,Sumedang Selatan,0.654103172,Sumedang_Sumedang Selatan,-0.040535
Sumedang,Sumedang Utara,0.634085429,Sumedang_Sumedang Utara,-0.008132
Sumedang,Surian,0.601104002,Sumedang_Surian,-0.063869
Sumedang,Tanjungkerta,0.615202955,Sumedang_Tanjungkerta,-0.012884
Sumedang,Tanjungmedar,0.598358118,Sumedang_Tanjungmedar,-0.036127
Sumedang,Tanjungsari,0.678975641,Sumedang_Tanjungsari,-0.045846
Sumedang,Tomo,0.604466954,Sumedang_Tomo,-0.036460
Sumedang,Ujungjaya,0.647092313,Sumedang_Ujungjaya,-0.074059
Sumedang,Wado,0.615534458,Sumedang_Wado,0.028425
Sumenep,Ambunten,0.643487211,Sumenep_Ambunten,0.018090
Sumenep,Arjasa,0.596168114,Sumenep_Arjasa,0.120209
Sumenep,Batang Batang,0.632176997,Sumenep_Batang Batang,0.038675
Sumenep,Batuan,0.628977571,Sumenep_Batuan,-0.026727
Sumenep,Batuputih,0.610642471,Sumenep_Batuputih,-0.000231
Sumenep,Bluto,0.60167754,Sumenep_Bluto,-0.041710
Sumenep,Dasuk,0.630393061,Sumenep_Dasuk,0.038425
Sumenep,Dungkek,0.624491927,Sumenep_Dungkek,0.070773
Sumenep,Ganding,0.584893642,Sumenep_Ganding,0.037297
Sumenep,Gapura,0.604517163,Sumenep_Gapura,-0.044455
Sumenep,Gayam,0.411218502,Sumenep_Gayam,0.173875
Sumenep,Giliginting,0.406864382,Sumenep_Giliginting,0.057257
Sumenep,Guluk-Guluk,0.584275338,Sumenep_Guluk-Guluk,0.045434
Sumenep,Kalianget,0.597158163,Sumenep_Kalianget,-0.016863
Sumenep,Kangayan,0.592862468,Sumenep_Kangayan,0.067418
Sumenep,Kota Sumenep,0.654368687,Sumenep_Kota Sumenep,-0.024517
Sumenep,Lenteng,0.613812883,Sumenep_Lenteng,0.010705
Sumenep,Manding,0.655269346,Sumenep_Manding,0.019252
Sumenep,Masalembu,0.723738132,Sumenep_Masalembu,-0.046475
Sumenep,Nonggunong,0.410187618,Sumenep_Nonggunong,0.161438
Sumenep,Pasongsongan,0.581216116,Sumenep_Pasongsongan,0.044669
Sumenep,Pragaan,0.593545089,Sumenep_Pragaan,0.024132
Sumenep,Ra'As,0.359269114,Sumenep_Ra'As,0.149505
Sumenep,Rubaru,0.640701089,Sumenep_Rubaru,0.025666
Sumenep,Sapeken,0.32685898,Sumenep_Sapeken,0.229674
Sumenep,Saronggi,0.62829959,Sumenep_Saronggi,-0.038259
Sumenep,Talango,0.446067961,Sumenep_Talango,0.110637
Tangerang,Balaraja,0.678073091,Tangerang_Balaraja,0.031817
Tangerang,Cikupa,0.706048474,Tangerang_Cikupa,0.012973
Tangerang,Cisauk,0.697266797,Tangerang_Cisauk,0.001337
Tangerang,Cisoka,0.738251843,Tangerang_Cisoka,-0.047741
Tangerang,Curug,0.736059402,Tangerang_Curug,-0.012583
Tangerang,Gunung Kaler,0.7017599,Tangerang_Gunung Kaler,-0.063668
Tangerang,Jambe,0.673891609,Tangerang_Jambe,0.021655
Tangerang,Jayanti,0.733541836,Tangerang_Jayanti,-0.025073
Tangerang,Kelapa Dua,0.745270523,Tangerang_Kelapa Dua,-0.011174
Tangerang,Kemiri,0.731534834,Tangerang_Kemiri,-0.022250
Tangerang,Kosambi,0.709191815,Tangerang_Kosambi,0.006329
Tangerang,Kresek,0.717200281,Tangerang_Kresek,0.005219
Tangerang,Kronjo,0.700773976,Tangerang_Kronjo,-0.013631
Tangerang,Legok,0.709199503,Tangerang_Legok,-0.009021
Tangerang,Mauk,0.700585237,Tangerang_Mauk,0.015145
Tangerang,Mekar Baru,0.658873446,Tangerang_Mekar Baru,0.033529
Tangerang,Pagedangan,0.72636859,Tangerang_Pagedangan,-0.000122
Tangerang,Pakuhaji,0.719707543,Tangerang_Pakuhaji,-0.004531
Tangerang,Panongan,0.720394885,Tangerang_Panongan,-0.014479
Tangerang,Pasar Kemis,0.75690178,Tangerang_Pasar Kemis,0.034263
Tangerang,Rajeg,0.721058309,Tangerang_Rajeg,0.039387
Tangerang,Sepatan,0.73620631,Tangerang_Sepatan,0.051657
Tangerang,Sepatan Timur,0.695209561,Tangerang_Sepatan Timur,0.059987
Tangerang,Sindang Jaya,0.735403889,Tangerang_Sindang Jaya,0.003766
Tangerang,Solear,0.665727701,Tangerang_Solear,0.026355
Tangerang,Sukadiri,0.719480801,Tangerang_Sukadiri,0.027445
Tangerang,Sukamulya,0.72585518,Tangerang_Sukamulya,-0.011531
Tangerang,Teluknaga,0.682243888,Tangerang_Teluknaga,0.034014
Tangerang,Tigaraksa,0.712409559,Tangerang_Tigaraksa,-0.014086
Tasikmalaya,Bantarkalong,0.598337923,Tasikmalaya_Bantarkalong,-0.078721
Tasikmalaya,Bojongasih,0.589512529,Tasikmalaya_Bojongasih,-0.069693
Tasikmalaya,Bojonggambir,0.59635777,Tasikmalaya_Bojonggambir,-0.043090
Tasikmalaya,Ciawi,0.602241126,Tasikmalaya_Ciawi,0.021478
Tasikmalaya,Cibalong,0.58572162,Tasikmalaya_Cibalong,-0.059289
Tasikmalaya,Cigalontang,0.626368102,Tasikmalaya_Cigalontang,-0.083279
Tasikmalaya,Cikalong,0.560963468,Tasikmalaya_Cikalong,-0.096805
Tasikmalaya,Cikatomas,0.571489832,Tasikmalaya_Cikatomas,-0.060110
Tasikmalaya,Cineam,0.585764482,Tasikmalaya_Cineam,-0.075008
Tasikmalaya,Cipatujah,0.584990093,Tasikmalaya_Cipatujah,-0.094397
Tasikmalaya,Cisayong,0.61209332,Tasikmalaya_Cisayong,-0.034338
Tasikmalaya,Culamega,0.599065584,Tasikmalaya_Culamega,-0.073494
Tasikmalaya,Gunungtanjung,0.589281604,Tasikmalaya_Gunungtanjung,-0.095943
Tasikmalaya,Jamanis,0.586873486,Tasikmalaya_Jamanis,0.047382
Tasikmalaya,Jatiwaras,0.580276166,Tasikmalaya_Jatiwaras,-0.072960
Tasikmalaya,Kadipaten,0.609810823,Tasikmalaya_Kadipaten,0.012132
Tasikmalaya,Karangjaya,0.559748851,Tasikmalaya_Karangjaya,-0.050529
Tasikmalaya,Karangnunggal,0.560844605,Tasikmalaya_Karangnunggal,-0.060634
Tasikmalaya,Leuwisari,0.556708417,Tasikmalaya_Leuwisari,-0.035407
Tasikmalaya,Mangunreja,0.587646491,Tasikmalaya_Mangunreja,-0.092962
Tasikmalaya,Manonjaya,0.567419987,Tasikmalaya_Manonjaya,-0.056740
Tasikmalaya,Padakembang,0.579809934,Tasikmalaya_Padakembang,-0.007034
Tasikmalaya,Pagerageung,0.615771323,Tasikmalaya_Pagerageung,0.023115
Tasikmalaya,Pancatengah,0.55978479,Tasikmalaya_Pancatengah,-0.108159
Tasikmalaya,Parungponteng,0.579156396,Tasikmalaya_Parungponteng,-0.065706
Tasikmalaya,Puspahiang,0.605807254,Tasikmalaya_Puspahiang,-0.082283
Tasikmalaya,Rajapolah,0.609226026,Tasikmalaya_Rajapolah,0.049674
Tasikmalaya,Salawu,0.622759572,Tasikmalaya_Salawu,-0.047705
Tasikmalaya,Salopa,0.576254939,Tasikmalaya_Salopa,-0.062770
Tasikmalaya,Sariwangi,0.615856383,Tasikmalaya_Sariwangi,-0.074787
Tasikmalaya,Singaparna,0.57503855,Tasikmalaya_Singaparna,0.044814
Tasikmalaya,Sodonghilir,0.587291248,Tasikmalaya_Sodonghilir,-0.069681
Tasikmalaya,Sukahening,0.624017777,Tasikmalaya_Sukahening,-0.035662
Tasikmalaya,Sukaraja,0.594861424,Tasikmalaya_Sukaraja,-0.100093
Tasikmalaya,Sukarame,0.572797281,Tasikmalaya_Sukarame,0.031824
Tasikmalaya,Sukaratu,0.613398654,Tasikmalaya_Sukaratu,-0.029877
Tasikmalaya,Sukaresik,0.577289301,Tasikmalaya_Sukaresik,0.057537
Tasikmalaya,Tanjungjaya,0.577498507,Tasikmalaya_Tanjungjaya,-0.082056
Tasikmalaya,Taraju,0.616819757,Tasikmalaya_Taraju,-0.013528
Tegal,Adiwerna,0.794422157,Tegal_Adiwerna,-0.098208
Tegal,Balapulang,0.687178911,Tegal_Balapulang,-0.083083
Tegal,Bojong,0.680196438,Tegal_Bojong,-0.047306
Tegal,Bumijawa,0.663370124,Tegal_Bumijawa,0.002190
Tegal,Dukuhturi,0.775456388,Tegal_Dukuhturi,-0.088935
Tegal,Dukuhwaru,0.788079914,Tegal_Dukuhwaru,-0.103744
Tegal,Jatinegara,0.7426476,Tegal_Jatinegara,-0.115450
Tegal,Kedungbanteng,0.759289574,Tegal_Kedungbanteng,-0.130545
Tegal,Kramat,0.797225028,Tegal_Kramat,-0.085218
Tegal,Lebaksiu,0.701248066,Tegal_Lebaksiu,-0.044299
Tegal,Margasari,0.730462589,Tegal_Margasari,-0.120679
Tegal,Pagerbarang,0.76175947,Tegal_Pagerbarang,-0.073347
Tegal,Pangkah,0.756004358,Tegal_Pangkah,-0.087221
Tegal,Slawi,0.752335409,Tegal_Slawi,-0.082703
Tegal,Suradadi,0.786428274,Tegal_Suradadi,-0.097159
Tegal,Talang,0.79539124,Tegal_Talang,-0.096340
Tegal,Tarub,0.79013995,Tegal_Tarub,-0.101168
Tegal,Warureja,0.798654616,Tegal_Warureja,-0.066452
Temanggung,Bansari,0.609827535,Temanggung_Bansari,0.027277
Temanggung,Bejen,0.606951909,Temanggung_Bejen,-0.023996
Temanggung,Bulu,0.593784941,Temanggung_Bulu,0.061751
Temanggung,Candiroto,0.614341637,Temanggung_Candiroto,0.036231
Temanggung,Gemawang,0.595032877,Temanggung_Gemawang,0.015531
Temanggung,Jumo,0.600520988,Temanggung_Jumo,0.028403
Temanggung,Kaloran,0.60818942,Temanggung_Kaloran,0.038315
Temanggung,Kandangan,0.599553332,Temanggung_Kandangan,0.059386
Temanggung,Kedu,0.582547598,Temanggung_Kedu,0.071202
Temanggung,Kledung,0.6033097,Temanggung_Kledung,0.023860
Temanggung,Kranggan,0.577350495,Temanggung_Kranggan,0.027565
Temanggung,Ngadirejo,0.596090752,Temanggung_Ngadirejo,0.050879
Temanggung,Parakan,0.588473111,Temanggung_Parakan,0.046915
Temanggung,Pringsurat,0.580880566,Temanggung_Pringsurat,0.031477
Temanggung,Selopampang,0.595875341,Temanggung_Selopampang,-0.002638
Temanggung,Temanggung,0.599316906,Temanggung_Temanggung,0.041031
Temanggung,Tembarak,0.607040008,Temanggung_Tembarak,-0.013295
Temanggung,Tlogomulyo,0.599202136,Temanggung_Tlogomulyo,0.018174
Temanggung,Tretep,0.612527955,Temanggung_Tretep,0.066218
Temanggung,Wonoboyo,0.611769861,Temanggung_Wonoboyo,0.036930
Trenggalek,Bendungan,0.55469233,Trenggalek_Bendungan,-0.061008
Trenggalek,Dongko,0.536287697,Trenggalek_Dongko,0.010948
Trenggalek,Durenan,0.531200683,Trenggalek_Durenan,0.087567
Trenggalek,Gandusari,0.52937021,Trenggalek_Gandusari,0.063136
Trenggalek,Kampak,0.518790024,Trenggalek_Kampak,0.015806
Trenggalek,Karangan,0.540080608,Trenggalek_Karangan,0.025957
Trenggalek,Munjungan,0.514486798,Trenggalek_Munjungan,-0.001790
Trenggalek,Panggul,0.535777773,Trenggalek_Panggul,0.024938
Trenggalek,Pogalan,0.555342924,Trenggalek_Pogalan,0.010982
Trenggalek,Pule,0.559445973,Trenggalek_Pule,-0.002549
Trenggalek,Suruh,0.536876454,Trenggalek_Suruh,0.032440
Trenggalek,Trenggalek,0.557415431,Trenggalek_Trenggalek,-0.002582
Trenggalek,Tugu,0.560099262,Trenggalek_Tugu,0.009133
Trenggalek,Watulimo,0.566756944,Trenggalek_Watulimo,-0.053300
Tuban,Bancar,0.647277168,Tuban_Bancar,-0.004084
Tuban,Bangilan,0.659222434,Tuban_Bangilan,-0.022131
Tuban,Grabagan,0.628053968,Tuban_Grabagan,-0.017931
Tuban,Jatirogo,0.617702467,Tuban_Jatirogo,-0.012087
Tuban,Jenu,0.650876979,Tuban_Jenu,0.002093
Tuban,Kenduruan,0.593517259,Tuban_Kenduruan,0.002197
Tuban,Kerek,0.647586805,Tuban_Kerek,0.004610
Tuban,Merakurak,0.663759841,Tuban_Merakurak,0.024632
Tuban,Montong,0.653013754,Tuban_Montong,0.010217
Tuban,Palang,0.579615486,Tuban_Palang,0.085541
Tuban,Parengan,0.627072314,Tuban_Parengan,0.010645
Tuban,Plumpang,0.636699756,Tuban_Plumpang,0.051922
Tuban,Rengel,0.62116027,Tuban_Rengel,0.076777
Tuban,Semanding,0.626088374,Tuban_Semanding,0.025368
Tuban,Senori,0.609929832,Tuban_Senori,0.030729
Tuban,Singgahan,0.664199235,Tuban_Singgahan,0.010624
Tuban,Soko,0.592102149,Tuban_Soko,0.034655
Tuban,Tambakboyo,0.688357396,Tuban_Tambakboyo,-0.024055
Tuban,Tuban,0.565999498,Tuban_Tuban,0.061948
Tuban,Widang,0.572919218,Tuban_Widang,0.051928
Tulungagung,Bandung,0.565245008,Tulungagung_Bandung,0.061296
Tulungagung,Besuki,0.535631935,Tulungagung_Besuki,0.066089
Tulungagung,Boyolangu,0.581507623,Tulungagung_Boyolangu,0.074125
Tulungagung,Campurdarat,0.554650738,Tulungagung_Campurdarat,0.084292
Tulungagung,Gondang,0.53452427,Tulungagung_Gondang,0.099681
Tulungagung,Kalidawir,0.541943469,Tulungagung_Kalidawir,0.040909
Tulungagung,Karangrejo,0.549492267,Tulungagung_Karangrejo,0.011800
Tulungagung,Kauman,0.553186476,Tulungagung_Kauman,0.094786
Tulungagung,Kedungwaru,0.606609822,Tulungagung_Kedungwaru,0.028629
Tulungagung,Nan,0.563130365,Tulungagung_Nan,0.080254
Tulungagung,Ngantru,0.59261451,Tulungagung_Ngantru,0.056903
Tulungagung,Ngunut,0.5852081,Tulungagung_Ngunut,0.074482
Tulungagung,Pagerwojo,0.544441484,Tulungagung_Pagerwojo,-0.078992
Tulungagung,Pakel,0.569637114,Tulungagung_Pakel,0.075561
Tulungagung,Pucanglaban,0.536370018,Tulungagung_Pucanglaban,0.036113
Tulungagung,Rejotangan,0.534525021,Tulungagung_Rejotangan,0.110017
Tulungagung,Sendang,0.536097849,Tulungagung_Sendang,-0.071969
Tulungagung,Sumbergempol,0.557157518,Tulungagung_Sumbergempol,0.082138
Tulungagung,Tanggunggunung,0.538766223,Tulungagung_Tanggunggunung,0.049372
Tulungagung,Tulungagung,0.593821219,Tulungagung_Tulungagung,0.076331
Wonogiri,Baturetno,0.561327035,Wonogiri_Baturetno,0.051404
Wonogiri,Batuwarno,0.552319059,Wonogiri_Batuwarno,0.014981
Wonogiri,Bulukerto,0.535614248,Wonogiri_Bulukerto,0.052488
Wonogiri,Eromoko,0.61525155,Wonogiri_Eromoko,-0.048536
Wonogiri,Girimarto,0.523165441,Wonogiri_Girimarto,0.049868
Wonogiri,Giritontro,0.574933627,Wonogiri_Giritontro,-0.015802
Wonogiri,Giriwoyo,0.601882513,Wonogiri_Giriwoyo,-0.012017
Wonogiri,Jatipurno,0.577289632,Wonogiri_Jatipurno,-0.020949
Wonogiri,Jatiroto,0.550910912,Wonogiri_Jatiroto,0.045872
Wonogiri,Jatisrono,0.551670279,Wonogiri_Jatisrono,0.038192
Wonogiri,Karangtengah,0.547179262,Wonogiri_Karangtengah,0.006589
Wonogiri,Kismantoro,0.552217219,Wonogiri_Kismantoro,0.013596
Wonogiri,Manyaran,0.595985257,Wonogiri_Manyaran,-0.031883
Wonogiri,Ngadirojo,0.564196222,Wonogiri_Ngadirojo,0.031911
Wonogiri,Nguntoronadi,0.541862901,Wonogiri_Nguntoronadi,0.058545
Wonogiri,Paranggupito,0.57122633,Wonogiri_Paranggupito,0.013433
Wonogiri,Pracimantoro,0.616209553,Wonogiri_Pracimantoro,-0.051091
Wonogiri,Puhpelem,0.53310113,Wonogiri_Puhpelem,0.040289
Wonogiri,Purwantoro,0.555215703,Wonogiri_Purwantoro,-0.006580
Wonogiri,Selogiri,0.575424719,Wonogiri_Selogiri,0.015380
Wonogiri,Sidoharjo,0.553691606,Wonogiri_Sidoharjo,0.046267
Wonogiri,Slogohimo,0.551569403,Wonogiri_Slogohimo,0.029951
Wonogiri,Tirtomoyo,0.519256795,Wonogiri_Tirtomoyo,0.055228
Wonogiri,Wonogiri,0.585354631,Wonogiri_Wonogiri,0.025353
Wonogiri,Wuryantoro,0.571314292,Wonogiri_Wuryantoro,0.046660
Wonosobo,Garung,0.626020348,Wonosobo_Garung,0.021907
Wonosobo,Kalibawang,0.594776517,Wonosobo_Kalibawang,-0.002673
Wonosobo,Kalikajar,0.603978714,Wonosobo_Kalikajar,0.051004
Wonosobo,Kaliwiro,0.6006443,Wonosobo_Kaliwiro,0.018522
Wonosobo,Kejajar,0.616544918,Wonosobo_Kejajar,0.027007
Wonosobo,Kepil,0.608882878,Wonosobo_Kepil,0.007241
Wonosobo,Kertek,0.610985947,Wonosobo_Kertek,0.048292
Wonosobo,Leksono,0.624449031,Wonosobo_Leksono,-0.001021
Wonosobo,Mojotengah,0.63755539,Wonosobo_Mojotengah,0.042345
Wonosobo,Sapuran,0.609548308,Wonosobo_Sapuran,0.047121
Wonosobo,Selomerto,0.598594119,Wonosobo_Selomerto,0.041748
Wonosobo,Sukoharjo,0.621361774,Wonosobo_Sukoharjo,0.005508
Wonosobo,Wadaslintang,0.580041564,Wonosobo_Wadaslintang,0.045049
Wonosobo,Watumalang,0.644473749,Wonosobo_Watumalang,0.014724
Wonosobo,Wonosobo,0.614895727,Wonosobo_Wonosobo,0.053925
