Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (SVM-Optimized),0.766725352112676,0.5403587443946188,0.8006644518272426,0.6452476572958501,0.4810549905188761,0.8689040523603954
Static LULC (SVM-Optimized),0.801762114537445,0.5948717948717949,0.7759197324414716,0.6734397677793904,0.5346623055968075,0.8773803427693588
