Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (SVM),0.8036971830985915,0.6026315789473684,0.760797342192691,0.6725403817914831,0.5350551338335265,0.8799450932022996
Static LULC (SVM),0.8052863436123348,0.6031746031746031,0.7625418060200669,0.6735598227474151,0.537504309939504,0.8724696356275303
