Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (SVM-Batch),0.7940140845070423,0.5811138014527845,0.7973421926910299,0.6722689075630253,0.5274055163046377,0.8703921061531422
Static LULC (SVM-Batch),0.7973568281938326,0.5864661654135338,0.782608695652174,0.670487106017192,0.5284739933673874,0.8742058856475332
