Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic HT (Incremental),0.6432975162938172,0.5885076252723311,0.8078504672897197,0.6809516306916654,0.2984608450294412,0.6948312962697766
Static HT (Incremental),0.6467995062599189,0.5906022144207399,0.8178758414360509,0.6859024619727144,0.30569750976187937,0.6960694177099063
