Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (Real),0.7992957746478874,0.5879518072289157,0.8106312292358804,0.6815642458100558,0.5403959925188005,0.8771977639405574
Static LULC (2019),0.8079295154185022,0.600997506234414,0.8060200668896321,0.6885714285714286,0.5539406744522284,0.8802907618697093
