WADMPR,WADMKK,WADMKC,Target,Tanggal,Month,Year,twi_final,elevation_mean,slope_mean,soil_type,drainage_pct,precip_t0,precip_t1,precip_t2,ndvi,mndwi,ndbi,precip_3d,precip_7d,nb_precip_t0,nb_precip_t1,nb_precip_t2,nb_twi,nb_elevation,nb_slope,nb_drainage,nb_soil,nb_ndvi,nb_mndwi,nb_ndbi,1daylag,3daylag,7daylag,ibi,nb_ibi
JAWA TENGAH,WONOSOBO,GARUNG,1,3/27/2019,3,2019,7.564554829,1382.471412,14.61499867,4,2.191817216,16.00500011,19.7750001,20.91500044,0.601001445,0.16005399,-0.210994682,56.69500065,145.0349979,12.83065177,20.82434781,14.17282568,7.492899991,1090.334228,11.74376069,2.677167794,4.173913043,0.609275636,0.122264116,-0.213521601,34.14441789,15.11594159,17.70712689,0.79620773,0.709764899
JAWA TENGAH,KOTA SEMARANG,SEMARANG TIMUR,1,3/27/2019,3,2019,9.969020126,5.518018018,0.817302452,4,2.103250478,22.88999891,5.064999819,2.664999962,0.20380354,0.185378525,0.093354384,30.61999869,136.004998,18.39369498,6.080434644,8.858043248,10.75689569,85.50628409,3.315756287,2.604202438,4.260869565,0.453159653,0.22017748,-0.024201931,77.61350625,149.2609463,2.739472494,0.32184985,-0.144686952
JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,1,3/27/2019,3,2019,8.80947556,334.6656572,2.323868126,4,2.073552426,6.53000021,23.54999971,11.7699995,0.629113136,-0.116061353,-0.134711655,41.84999943,70.81999844,11.48681782,19.73984838,14.37530274,8.064575975,435.5286046,7.170997019,2.978319068,4.03030303,0.65954979,0.000189083,-0.192993721,413.8519382,161.2678443,201.7350773,0.057221276,0.556398644
JAWA TIMUR,JEMBER,AMBULU,0,3/27/2019,3,2019,10.08990181,32.64158558,3.534428894,6,3.781775247,2.284999788,0.344999984,0.930000007,0.681279269,-0.105757779,-0.101126771,3.559999779,111.6599983,0.864285692,0.805714296,0.674999995,9.07871757,101.8920399,4.422733593,2.589886389,6,0.728214475,-0.088893639,-0.166586697,98.93714102,222.0438604,101.1036438,0.161210827,0.470493478
JAWA BARAT,CIANJUR,BOJONGPICUNG,0,3/27/2019,3,2019,7.546167243,461.6997543,12.02751637,4,1.836123918,12.41000032,40.18499851,1.774999917,0.573564103,0.174253518,-0.218822687,54.36999875,70.85499854,14.45142828,38.45285634,3.387499911,8.53782323,531.7260046,7.848621879,2.996495316,3.785714286,0.56917567,0.13336177,-0.167003763,1958.078482,187.8152812,322.8476607,0.621105296,0.299903539
JAWA TENGAH,PATI,TAMBAKROMO,1,3/28/2019,3,2019,8.706685357,125.0607329,4.122037229,6,2.417405318,19.81999969,3.335000038,1.314999908,0.693304342,0.020986954,0.049102795,24.46999964,94.54999821,18.71499968,7.698928407,2.861071344,9.263576473,68.88000773,2.985503123,3.183438182,5.142857143,0.662471692,0.09509874,0.004626199,261.8706822,153.1482131,181.9009426,-0.79931227,-0.689943981
JAWA TENGAH,BLORA,CEPU,1,3/28/2019,3,2019,9.528134516,40.95817188,1.577091692,6,3.05974478,27.87499809,0.919999927,24.27999973,0.594053094,0.103557596,-0.045953384,53.07499775,86.94999656,16.84038421,1.100769179,18.74538401,8.873781175,78.69957122,2.950887114,2.493094096,6,0.6688218,0.118640112,-0.024728089,1461.975838,4381.565707,1451.262746,-0.45347869,-0.648765611
JAWA TIMUR,NGANJUK,LOCERET,0,3/28/2019,3,2019,8.372224947,251.5556687,7.20466825,6,3.748257525,10.52499962,0.884999961,16.44499969,0.689078336,-0.033126731,-0.12134051,27.85499927,100.7449956,6.555277617,0.728611091,4.981111009,9.256634486,235.4344832,5.479734491,3.419279811,5.222222222,0.681560781,-0.067861249,-0.112722093,213.1240967,408.5065542,703.0107059,0.085472889,0.08962031
JAWA BARAT,GARUT,PASIRWANGI,1,3/29/2019,3,2019,7.384797435,1450.655195,11.54041819,4,2.566775244,2.309999943,1.254999965,29.25,0.59874004,0.274901055,-0.166687917,32.81499991,86.42499822,7.187058864,2.514999885,34.2891172,8.55538956,1178.451932,10.77023752,2.55695834,4,0.605368702,0.185877202,-0.161987707,8.612360237,98.86835391,88.65251821,0.392444914,0.401388931
JAWA BARAT,CIREBON,KEDAWUNG,1,3/29/2019,3,2019,11.16209693,12.36785503,0.887229684,6,3.352329869,27.71499825,20.38999987,6.674999714,0.414049545,0.210290326,0.036202826,54.77999783,116.8649958,15.73934152,19.78776259,6.723947232,9.395695666,130.159234,3.247084632,2.875706111,4.526315789,0.415791886,0.214076012,-0.057955653,0,0,0,-0.91720131,-0.095208773
JAWA TENGAH,BANYUMAS,PURWOKERTO TIMUR,0,3/30/2019,3,2019,9.283429805,81.95467091,1.359221166,4,1.584582441,2.38500005,0.239999995,0.125000004,0.434576243,-0.047521208,0.036834572,2.750000048,26.75499933,1.264999991,0.285172408,2.191379264,8.932431606,218.0271101,5.479899427,3.1159285,4.172413793,0.646585804,0.055439793,-0.180012923,161.1204697,603.5598344,1590.949089,-0.424012785,0.436254684
JAWA TENGAH,SUKOHARJO,BAKI,1,3/31/2019,3,2019,9.64603065,100.8957235,1.08977945,3,2.780815498,12.5649991,7.370000124,0,0.556879823,-0.119229444,-0.075003107,19.93499923,50.75999822,5.200749836,5.831624852,0,9.524523613,139.4737734,1.838334841,3.793017735,4.6,0.58426546,-0.082913046,-0.059568375,793.5280329,741.4866026,546.9794274,-0.062165376,-0.00172782
JAWA TENGAH,SUKOHARJO,WERU,0,4/1/2019,4,2019,9.356099189,125.6922544,2.902159639,6,4.936708861,0.158000004,4.649999857,2.064999998,0.673403641,-0.063585768,-0.075038827,6.872999858,22.84299929,0.163759267,6.383147909,4.396666595,9.550552582,158.1449199,3.442894396,3.224958295,5.222222222,0.636834545,-0.09594709,-0.074600032,362.6088803,10.23636833,1510.529103,-0.261971812,-0.179910094
JAWA TENGAH,BANYUMAS,PURWOKERTO BARAT,0,4/1/2019,4,2019,9.398703237,76.41930398,1.742363272,1,5.882352941,8.420499802,0,2.38500005,0.520368956,-0.107824356,-0.03111711,10.80549985,19.33049976,9.511089203,0.768571403,1.275178564,8.9052877,234.1582729,5.533443199,2.971932031,4.214285714,0.645205199,0.053271457,-0.174549999,297.4749514,23.83343746,846.1607727,-0.388163981,0.416906439
JAWA TENGAH,PATI,BATANGAN,1,4/2/2019,4,2019,17.54351347,4.662946117,0.612512708,6,3.417847378,4.819999695,42.83299828,0.664999992,0.490148601,0.193723689,-0.041288783,48.31799796,73.34799774,7.089230556,39.50380677,5.648845945,13.24579215,28.66994206,1.649907066,3.108356307,5.615384615,0.602896715,0.150771335,-0.003838855,187.6355829,37.4225048,41.94389163,0.009747811,-0.472828713
JAWA TIMUR,LAMONGAN,TIKUNG,1,4/2/2019,4,2019,9.445915077,20.11226874,1.216281434,6,2.278691673,4.2299999,29.61250019,7.129999638,0.736860886,0.326318709,0.084307219,40.97249973,65.35249845,4.668420904,40.64236766,6.980262985,9.728613946,19.57474281,1.126268327,2.879043745,4.736842105,0.554781106,0.368856403,-0.024541773,1590.193212,1244.676241,2980.192322,-0.859691828,-0.15820746
JAWA TENGAH,BLORA,JEPON,1,4/2/2019,4,2019,8.616806976,131.8530962,3.391610704,6,2.09383482,22.37499905,20.77899885,12.75999928,0.658333601,0.122540763,0.014472883,55.91399717,84.56399704,18.77055498,29.09322166,8.412777503,8.686908032,125.8197443,3.563911715,2.312188198,6,0.684995953,0.126674456,0.016696651,467.199786,629.4585346,1377.48581,-0.893629223,-0.803622149
JAWA TENGAH,KOTA TEGAL,TEGAL BARAT,0,4/2/2019,4,2019,9.944837635,3.461485415,0.743080103,6,1.27671385,1.089999944,9.226500034,0.210000001,0.1995835,0.02141659,-0.083825108,10.52649998,52.65149736,1.336842116,11.37597348,1.728421014,9.497478585,25.48135207,1.267960445,3.362844026,3.947368421,0.448706238,0.035727741,-0.043183952,15.65867012,27.5550774,25.58756346,0.322345549,-0.277178066
JAWA BARAT,GARUT,SUKAWENING,0,4/2/2019,4,2019,7.645859602,922.4173863,12.73614016,4,2.706110572,0.185000002,11.47299957,29.04499912,0.71112768,-0.043977741,-0.155124266,40.7029987,82.68299639,0.934999966,14.95543296,16.30366627,7.731408101,848.1707977,10.46610086,2.621869649,4,0.670879847,0.059582979,-0.163059615,34.38722966,52.21390146,432.8580381,0.306927314,0.325131035
BANTEN,PANDEGLANG,LABUAN,0,4/2/2019,4,2019,9.284157017,17.66813647,2.416423747,6,3.515365908,2.215000033,0.399999976,9.569999456,0.666461808,0.488577904,-0.15201927,12.18499947,25.96999884,1.10535713,0.761571409,6.761785427,10.37841794,160.2327667,5.853986929,2.701753195,4.142857143,0.684692366,0.286944332,-0.188227553,5.81878051,0.98270336,41.66843032,0.488771685,0.603669731
JAWA TENGAH,TEMANGGUNG,CANDIROTO,1,4/3/2019,4,2019,7.464333413,936.5289257,12.36860824,6,3.284527107,38.88000011,7.085000038,3.083000064,0.637604022,0.136081625,-0.216178956,49.04800022,75.9729993,47.81136222,5.249999943,4.611909002,7.619196082,977.6910105,10.90329938,2.609419195,4.272727273,0.569091501,0.180995006,-0.177446977,1187.430784,342.5233177,387.0894662,0.601822203,0.511753199
JAWA BARAT,KOTA BOGOR,TANAH SAREAL,1,4/3/2019,4,2019,8.869407938,183.2994382,2.172009081,1,2.429645167,1.639999866,15.07500029,12.23349953,0.347783543,0.253818798,-0.002116069,28.94849968,61.78349948,3.168484798,16.56545433,10.13065139,8.519746332,247.5254324,4.454634353,3.216041912,1.545454545,0.42823111,0.235991444,-0.070439905,2.731462772,27.76836478,89.5395107,-0.481912674,0.06200698
JAWA TIMUR,MOJOKERTO,DAWARBLANDONG,1,4/3/2019,4,2019,9.084669421,46.26907211,1.959167712,6,1.88777957,0.31499999,10.43000007,31.56399822,0.709541803,0.286075312,0.028826177,42.30899828,74.78399743,0.196086949,10.90521695,28.21689102,10.15460051,30.20914328,1.301838332,3.132475818,5.173913043,0.650458631,0.251843171,-0.009329531,658.4279801,851.294594,242.6028087,-0.855888359,-0.424190111
JAWA TENGAH,BANYUMAS,PATIKRAJA,0,4/3/2019,4,2019,8.439839546,70.4111364,6.387605374,4,3.509319192,2.859999955,3.655000091,8.420499802,0.696554589,-0.070823374,-0.175942383,14.93549985,17.6854999,4.573103332,2.334310338,11.2693792,9.130160514,178.5598669,4.795630158,3.002393748,4.172413793,0.650122418,0.054554561,-0.162850944,1143.457109,362.4672253,630.3438209,0.411106103,0.399106378
JAWA TENGAH,KENDAL,KENDAL,1,4/4/2019,4,2019,14.40359833,3.737736237,0.624799048,4,3.283511828,11.67999959,23.54999971,1.609999895,0.357091942,0.277721328,-0.144476017,36.8399992,88.9824992,8.61333313,32.35899935,2.849333206,11.87381846,43.12063653,2.522533704,2.90456806,4.4,0.522218719,0.260842646,-0.08665779,153.9714677,185.293218,175.6114892,0.597712442,0.130067885
JAWA TENGAH,TEMANGGUNG,NGADIREJO,1,4/4/2019,4,2019,8.3657898,1130.695872,7.332905342,4,2.173707589,15.65499973,47.8049984,3.300000072,0.423146667,0.186274927,-0.122650401,66.7599982,76.94749761,22.5033996,48.06199871,4.75819995,7.599720116,1017.94417,11.13785315,2.681699797,4.32,0.593994346,0.152854831,-0.181488993,80.79375331,17.89190409,24.56155772,0.493558906,0.535465527
JAWA TIMUR,GRESIK,BALONGPANGGANG,1,4/4/2019,4,2019,9.978734119,22.43400614,0.817040451,6,3.27796722,34.47999859,0.410000011,2.089999974,0.745689694,0.311336928,0.095590877,36.97999857,104.9564968,33.78394645,0.471315764,8.56736807,9.712911415,28.43904505,1.416908334,2.611250044,5.157894737,0.636701734,0.308213138,-0.003716188,112.1906702,177.5333436,66.36078405,-0.761459723,-0.474300473
JAWA TIMUR,MOJOKERTO,KEMLAGI,1,4/4/2019,4,2019,9.298247427,42.36486093,1.983091849,6,2.719588387,22.78499937,0.059999999,22.26499844,0.73880098,0.161268472,-0.032719149,45.10999781,80.19799828,24.31699928,0.0448,15.29979959,10.21042148,35.88457742,1.32914993,3.489673785,5.12,0.624443146,0.225435491,-0.059505797,3558.833377,529.1209526,699.4553228,-0.683000587,-0.204374774
JAWA BARAT,KOTA BOGOR,BOGOR UTARA,1,4/4/2019,4,2019,8.936648489,206.1296177,2.350442884,1,5.419892793,23.49499941,0.049999997,6.53000021,0.291065186,0.161792569,-0.009797333,30.07499962,60.92299931,15.90984346,2.80343745,15.47609356,8.353206657,321.6409524,5.541832424,3.028810911,1.9375,0.438368223,0.227347476,-0.084133833,122.4126385,33.5918387,32.84675915,-0.35272156,0.127376204
JAWA TENGAH,SRAGEN,KALIJAMBE,1,4/4/2019,4,2019,8.754628523,142.464171,2.726977912,6,1.751158855,20.26999998,52.46499825,12.82999992,0.764318109,-0.065797238,-0.014873353,85.56499815,105.2434979,19.07967685,49.86403139,7.890806333,9.716740715,128.9123481,2.176436841,3.261760593,4.451612903,0.604516543,-0.01875302,-0.037730464,1723.288302,400.7964387,567.8536196,-0.635248683,-0.133307778
JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,1,4/4/2019,4,2019,9.359392427,359.7585463,1.380792318,4,2.709847984,60.94999695,1.204999924,0,0.397033197,0.034707091,0.052702217,62.15499687,78.62149644,52.11560475,3.198181714,0.292878777,8.086758273,475.5419393,7.092802616,2.917752598,3.96969697,0.654117676,0.009456731,-0.197060522,1918.557501,271.2415549,153.3107866,0.047116899,0.54289284
JAWA BARAT,GARUT,TALEGONG,1,4/4/2019,4,2019,6.816927314,1106.4476,18.83896105,4,2.099970423,35.22999859,20.72000027,0.175000001,0.737184475,0.026051818,-0.251322012,56.12499886,100.2099981,27.68285649,33.49857065,0.309999988,7.100384007,1169.243858,14.81752994,2.087152093,4.285714286,0.690828638,0.094336872,-0.22557169,29.39327791,1.023853344,1.396850501,0.637874665,0.565964897
JAWA TENGAH,GROBOGAN,GUBUG,1,4/4/2019,4,2019,9.622574427,18.71413242,1.51911164,1,2.348976153,23.74999952,31.89499855,4.319999814,0.687423541,0.13410416,-0.079286339,59.96499789,70.18299774,30.05374937,23.23749943,6.199062321,9.799892598,31.08876775,1.889947175,2.980791748,2.8125,0.720546771,0.164872568,-0.023686013,317.1284573,92.45763278,219.075496,-0.157978602,-0.583884848
JAWA TENGAH,GROBOGAN,WIROSARI,1,4/4/2019,4,2019,8.763308395,111.0119624,3.174801829,6,3.266646196,22.86999893,2.050000012,17.23499966,0.736498796,-0.023246007,0.027252145,42.1549986,71.86849791,24.61849988,2.078999946,19.99649978,8.884600928,94.14292328,3.145684039,2.774257092,5.5,0.710103812,-0.001032116,0.021624,424.8489858,420.653836,338.3276593,-0.789845308,-0.83644764
JAWA TENGAH,KOTA SURAKARTA,BANJARSARI,1,4/4/2019,4,2019,9.651762083,101.2030729,1.164458054,3,3.981588032,16.9749999,56.86499977,5.535000086,0.350843688,-0.056418935,0.074052737,79.37499976,92.76449955,14.96441128,53.76352854,5.333970487,9.520341313,130.8643473,1.767684383,3.732788359,4.617647059,0.594281655,-0.072817085,-0.055565234,2212.233879,465.1055287,736.0916027,-0.255832662,-0.009634664
JAWA TENGAH,BOYOLALI,BANYUDONO,1,4/4/2019,4,2019,9.246710953,163.2176215,1.768485295,4,4.342190538,14.78999949,73.57999992,1.305000007,0.642868715,-0.115898738,-0.11335899,89.67499942,100.272999,14.74653797,63.40384505,3.082948685,9.283532296,233.6593652,2.478627692,3.628203115,3.923076923,0.589754478,-0.056586072,-0.061733586,1364.400843,200.4734111,379.8247908,0.358122794,0.066492341
JAWA TENGAH,KOTA SEMARANG,TUGU,1,4/4/2019,4,2019,12.80089023,6.306575576,1.36922682,4,3.426333823,18.31999969,21.12499952,5.159999728,0.314768213,0.158179953,-0.059982706,44.60499895,79.89149916,11.11019978,30.28359924,5.520999861,10.54021688,98.88473765,3.641442211,2.501771962,4.48,0.433992819,0.234993355,-0.039452331,80.05291391,118.9869952,80.02436271,0.167171116,0.010417993
JAWA TENGAH,TEMANGGUNG,WONOBOYO,1,4/4/2019,4,2019,6.955505301,1169.42149,15.88280867,4,2.1347947,15.65499973,47.8049984,3.300000072,0.527607579,0.218289718,-0.214344665,66.7599982,76.94749761,22.97729117,42.81687355,4.833333276,7.592550211,1034.36929,11.24478457,2.609603821,4.25,0.565367449,0.179878165,-0.188444249,290.1385883,61.69292367,39.25036171,0.634098307,0.570899291
JAWA TENGAH,KOTA SEMARANG,GAYAMSARI,0,4/4/2019,4,2019,11.2466784,5.304108078,0.676188804,4,5.512679162,10.71999979,30.04499817,5.124999762,0.234844203,0.213828069,0.065365124,45.88999772,88.58599591,12.35369549,27.69152106,6.084565075,10.70134533,85.51558452,3.321891663,2.455966408,4.260869565,0.451810059,0.218940543,-0.022985007,65.70324366,126.1308059,84.88428641,-0.083803247,-0.144686952
BANTEN,KOTA SERANG,TAKTAKAN,0,4/4/2019,4,2019,8.023818731,97.24233232,6.18979715,4,2.013775391,17.16500044,0,0.049999997,0.482312879,0.192588593,-0.146589884,17.21500044,26.22150028,3.061666693,1.540370343,0.645925904,8.718341854,116.5961812,4.435663212,2.884679563,4.62962963,0.445244565,0.249098833,-0.11724141,5.717525658,2.565498762,7.812899719,0.314003587,0.296517341
JAWA TIMUR,PROBOLINGGO,KREJENGAN,0,4/4/2019,4,2019,9.421332178,24.59246389,1.399848039,4,4.903445665,22.78499937,16.57499886,15.06499958,0.642470373,-0.090199765,-0.123076546,54.42499781,82.6259973,24.72392791,9.976785421,7.05214281,8.766168576,243.6979911,5.702303439,3.184117082,5.571428571,0.614420702,0.039223268,-0.162160841,58.61693106,49.02409175,14.39213931,0.306988787,0.455035222
JAWA TIMUR,LAMONGAN,KALITENGAH,1,4/5/2019,4,2019,10.24465772,3.588947621,0.685283437,4,3.320218789,26.92499828,21.17999983,1.179999948,0.374441972,0.382784381,-0.193763057,49.28499806,102.9689987,9.50805517,21.73194384,0.525555529,9.877278454,13.38125177,1.157357621,2.924699473,4.666666667,0.510342537,0.389066877,-0.049947472,8721.956748,1510.815958,16.34673618,0.835534306,0.127068304
JAWA TENGAH,SRAGEN,SRAGEN,1,4/5/2019,4,2019,12.55270062,79.6481899,0.849521988,4,4.526695899,46.54999924,8.63499999,9.375,0.642143613,0.035597137,-0.094125825,64.55999923,93.33999865,32.90124975,12.24999973,17.86724963,9.247175075,134.5539673,2.746621918,3.208504499,5.15,0.725474739,0.000873771,-0.081936862,7606.193548,1060.833461,12.24647738,0.104123752,-0.12167642
JAWA TIMUR,JOMBANG,SUMOBITO,0,4/5/2019,4,2019,10.17847987,27.3688308,0.851341925,4,4.080310881,9.9599998,40.97999954,0,0.658868137,0.135717793,-0.125326698,50.93999934,76.36599782,10.72362051,28.77706802,0.027068966,10.06699171,63.10730292,1.734509764,3.732527267,4.689655172,0.6212387,0.159703263,-0.103738674,2294.144527,1513.447442,5.475770648,0.286406538,0.085221993
JAWA TENGAH,GROBOGAN,GODONG,1,4/6/2019,4,2019,10.16215981,14.91062764,0.867264621,1,4.032226371,6.660000086,5.634999633,62.24499893,0.745553655,0.137442917,-0.036719569,74.53999865,115.8854978,10.77093697,6.628437303,29.59937422,9.635336604,33.79564808,1.956021926,2.900906124,2.9375,0.711804663,0.151918121,-0.025452845,846.7178647,1600.169204,217.6749202,-0.646472507,-0.611850702
JAWA BARAT,INDRAMAYU,BANGODUA,0,4/6/2019,4,2019,10.09320946,10.43335739,0.757539368,1,3.554092966,15.83499956,1.129999995,3.764999986,0.426954768,0.304962699,-0.187671467,20.72999954,75.11899886,7.563863482,2.142045352,3.767045357,10.04267149,9.166773479,0.818589372,2.879365227,3.681818182,0.342863687,0.234716363,-0.120113968,973.9273415,543.6587681,139.7099004,0.828688002,0.438571484
JAWA TIMUR,PACITAN,PACITAN,0,4/6/2019,4,2019,8.24687157,103.8114188,10.50669735,6,2.775999268,54.09999847,38.98499966,3.894999862,0.723517235,-0.073225362,-0.074385343,96.97999799,97.46649796,40.59714154,39.60785559,12.82714243,7.254255139,366.3182543,12.60523775,1.983493789,6,0.734986404,-0.129770627,-0.12158776,194.0220322,24.16951772,2.798169114,-0.191890291,-0.002228253
BANTEN,PANDEGLANG,PATIA,0,4/6/2019,4,2019,9.472530463,12.84537306,1.966063419,4,3.585250091,5.204999685,0,0.094999999,0.77995608,0.206961583,-0.037277606,5.299999684,18.29449899,3.121944345,0.218055557,0.726944463,10.09311259,98.71708931,4.573116768,2.769641637,4.777777778,0.685483648,0.254163429,-0.176104435,37.59654586,4.975481873,13.69904315,-0.280463205,0.496726073
JAWA BARAT,CIREBON,WALED,1,4/7/2019,4,2019,9.221793209,33.17478654,2.497622944,4,3.112473473,29.53999901,36.72999859,7.224999905,0.664981239,-0.128566523,-0.048554939,73.4949975,78.71899733,35.04806414,17.98177375,8.215967434,9.164056423,110.1396915,3.538029286,2.808466901,4.774193548,0.584520822,0.014639071,-0.092733659,556.9410222,308.8275465,319.5912053,-0.566437403,-0.142070836
JAWA BARAT,MAJALENGKA,PANYINGKIRAN,1,4/7/2019,4,2019,9.301733108,65.8103843,3.223317293,6,4.586257549,89.87499619,11.40999985,4.899999619,0.739569176,0.122237135,-0.082932224,106.1849957,149.5459944,81.48571232,10.81142834,9.136428437,8.393394526,240.4994715,6.399132827,3.013094399,4.238095238,0.701789739,0.08898819,-0.089299893,3320.003028,1217.444714,616.8107126,-0.140738569,-0.163036278
JAWA BARAT,GARUT,LELES,1,4/7/2019,4,2019,7.431940287,1157.825252,14.63189776,4,1.844585987,28.90499783,46.53999996,35.47499943,0.677435924,0.092193511,-0.162780608,110.9199972,174.7284967,40.90810218,16.17913766,32.77758568,9.473653149,946.1967482,9.370661966,2.819827495,4,0.639188312,0.076525522,-0.129122421,584.4976923,570.213911,331.8362271,0.291809355,0.186449057
JAWA TENGAH,GROBOGAN,PENAWANGAN,1,4/7/2019,4,2019,9.640313722,27.97160114,1.313725974,1,3.2543682,33.06499958,9.42999959,9.694999695,0.734976679,0.0135594,-0.011832176,52.18999887,124.1629958,35.89769125,9.688076707,7.957307504,9.183154339,55.00263569,2.687988624,2.840976334,4.076923077,0.706823232,0.106050194,-0.017488045,1509.406813,1115.825516,343.8330073,-0.771424515,-0.654419165
JAWA TENGAH,SEMARANG,BRINGIN,1,4/7/2019,4,2019,7.936950722,212.5517597,6.277794393,6,3.217200251,31.11999893,35.06999874,2.045000017,0.785344909,0.177967692,-0.066206538,68.23499769,154.577997,28.31928481,26.27833264,5.041190448,9.243190288,398.7683922,5.595924464,2.770152312,4.571428571,0.661406877,0.167519879,-0.077101469,261.7120596,118.7930462,108.0552692,-0.257170093,-0.135508204
JAWA TENGAH,DEMAK,KARANGAWEN,1,4/7/2019,4,2019,9.233017217,37.36284577,2.380633887,4,2.613444286,49.56499672,21.49999952,6.995000124,0.715806815,0.166165528,0.015902679,78.05999637,129.6164947,43.33652015,18.30565157,7.758912804,9.473623672,82.654342,3.214065006,2.644764222,3.826086957,0.535120213,0.202586744,-0.015642139,136.85583,39.01247021,11.505371,-0.819851053,-0.28026492
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN BARAT,0,4/7/2019,4,2019,11.14341427,7.347336158,0.6539756,4,3.783783784,1.88499999,26.96999931,0.114999991,0.28715933,0.23616606,0.039488558,28.96999929,48.01549907,3.693043439,17.88260825,3.113478217,9.678848327,76.00479583,2.976831883,3.107083306,4.869565217,0.421893062,0.278757305,-0.145813476,45.31367292,56.96122884,70.09560881,-0.720932615,0.268709228
JAWA BARAT,CIAMIS,CIPAKU,0,4/7/2019,4,2019,7.516083407,410.9022785,8.931714668,4,2.4571232,37.61499882,5.909999728,58.30999947,0.692023832,0.020464229,-0.252141323,101.834998,171.9464954,32.71980725,10.5519228,66.1209602,7.994031922,439.3177877,8.202706038,2.949453282,4.730769231,0.666185485,-0.012110504,-0.20138978,988.7755516,917.8335005,474.4455976,0.822584719,0.570540155
JAWA BARAT,SUBANG,CIASEM,1,4/8/2019,4,2019,8.543981635,11.75275403,0.683321227,4,3.31237591,26.46999836,22.33999872,25.69499874,0.388724974,0.255485379,-0.148461197,74.50499582,78.35499583,19.00535652,23.08571342,21.67357109,10.2372602,16.95604587,0.957584466,3.133111466,4.571428571,0.382164282,0.234850137,-0.141399402,407.5472061,23.19386846,279.3945773,0.478182407,0.389914413
JAWA BARAT,BEKASI,CIKARANG UTARA,1,4/8/2019,4,2019,9.673812427,19.56383738,1.042312487,1,3.036256474,26.84000015,11.52999973,2.580000043,0.279667232,0.371659618,0.025919745,40.94999993,61.35499995,24.08930954,14.76603415,3.256379242,9.601621875,24.20216947,1.381981134,3.042956512,1.896551724,0.391742672,0.294571788,-0.025865079,411.6618688,55.18310606,209.6313354,-0.24793951,-0.110082193
JAWA BARAT,CIREBON,CILEDUG,1,4/8/2019,4,2019,9.567317506,15.19725099,1.101462405,4,3.3437014,41.3949995,33.00499821,10.18499994,0.549983737,-0.106002893,-0.063894063,84.58499765,90.50499746,48.66791534,33.95812444,18.07687442,9.452336401,60.72877591,2.893297304,2.788391784,5,0.580002266,-0.003250593,-0.074917712,816.5559507,426.421301,44.07963857,-0.31179373,-0.269859217
JAWA TENGAH,GROBOGAN,TEGOWANU,1,4/8/2019,4,2019,10.2589899,11.17737958,0.877503452,1,3.527787366,37.46999931,42.53999805,23.99999857,0.69439342,0.161329306,-0.071300132,104.0099959,170.5049933,14.16416629,44.22083171,14.98083274,9.965325287,36.27962075,2.012239125,2.870734486,3.055555556,0.656274533,0.183812413,-0.028184921,99.2409188,32.94053518,34.36831597,-0.198796407,-0.461663408
JAWA BARAT,MAJALENGKA,CIKIJING,1,4/8/2019,4,2019,8.240105969,718.9575048,7.099710091,6,3.628274839,17.61499929,42.42499924,24.09500027,0.550889764,-0.061037774,-0.121911966,84.1349988,149.0249961,23.41303539,50.41785611,22.00321397,7.705405833,675.5523768,10.79295869,2.331648191,4.928571429,0.623869939,0.073194087,-0.182946851,924.1369693,1581.165073,528.8008347,0.089733311,0.433251934
JAWA BARAT,CIREBON,CILEDUG,1,4/8/2019,4,2019,9.567317506,15.19725099,1.101462405,4,3.3437014,41.3949995,33.00499821,10.18499994,0.549983737,-0.106002893,-0.063894063,84.58499765,90.50499746,48.66791534,33.95812444,18.07687442,9.452336401,60.72877591,2.893297304,2.788391784,5,0.580002266,-0.003250593,-0.074917712,816.5559507,426.421301,44.07963857,-0.31179373,-0.269859217
JAWA BARAT,INDRAMAYU,INDRAMAYU,1,4/8/2019,4,2019,10.9868018,2.391460069,0.754264,6,2.766433935,2.069999993,8.599999666,0.774999976,0.279627108,0.184331009,-0.119203814,11.44499964,16.30499947,4.015624928,14.72718732,3.972812429,9.919019864,4.743707611,0.74836212,2.770406483,3.5625,0.288125907,0.223413433,-0.155508927,1618.391842,1391.999642,1230.126019,0.216054008,0.582482912
JAWA TIMUR,JOMBANG,MOJOAGUNG,1,4/8/2019,4,2019,9.587206742,66.90173857,3.157195762,4,4.919328284,42.75,0.700000003,37.59999847,0.741912598,0.153650006,-0.087485968,81.04999848,133.3549978,35.14333298,4.429999951,26.09351762,9.778799601,130.7076374,3.056063277,3.694582428,4.444444444,0.607430104,0.152168545,-0.115074443,3577.120718,1726.645042,257.1670879,-0.177979215,0.17467376
JAWA TENGAH,KUDUS,MEJOBO,0,4/8/2019,4,2019,10.20265987,8.737563585,0.917322676,4,3.940463696,0.814999938,21.16499949,1.274999946,0.511826215,0.127210002,-0.087511168,23.25499937,40.43999907,1.465526278,20.85763098,2.133421009,9.169293881,102.153821,3.946621963,3.086356414,4.368421053,0.597671631,0.239486022,-0.034944292,13.34423162,41.50218604,511.2739419,-0.151210242,-0.428052049
