Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (CNN),0.8767605633802817,0.6611111111111111,0.601010101010101,0.6296296296296297,0.5559129696644776,0.8878120221403804
Static LULC (CNN),0.8669603524229075,0.6288659793814433,0.6069651741293532,0.6177215189873417,0.5372188034141876,0.8842777546954733
