Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (Online),0.7463449004756033,0.726605504587156,0.7401869158878505,0.7333333333333333,0.4915186554747295,0.8110705012857473
Static LULC (Online),0.748545230118145,0.7340585146286571,0.7318623784592371,0.7329588014981273,0.49537233831451777,0.7957923019005043
