Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
"Incremental SVM (PA, Dynamic LULC)",0.8133802816901409,0.6618181818181819,0.6046511627906976,0.6319444444444444,0.5072853968812527,0.8365766805259913
"Incremental SVM (PA, Static LULC)",0.7991189427312775,0.6437246963562753,0.5317725752508361,0.5824175824175823,0.4517419343903863,0.8319317981789378
