Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Batch Random Forest (Dynamic LULC),0.7940140845070423,0.5823095823095823,0.7873754152823921,0.6694915254237288,0.5246980907390653,0.879455706527145
Batch Random Forest (Static LULC),0.801762114537445,0.5948717948717949,0.7759197324414716,0.6734397677793904,0.5346623055968075,0.8780824438719176
