Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Dynamic LULC (SVM-Inc),0.712398731947869,0.6961263632944716,0.6917040358744395,0.6939081537019681,0.42269594192499893,0.7712034154609433
Static LULC (SVM-Inc),0.6985190409026798,0.6815957847196086,0.6770093457943925,0.6792948237059264,0.3948698022242611,0.7619081386682633
