Scenario,Accuracy,Precision,Recall,F1-Score,Kappa,ROC-AUC
Batch Logistic Regression (Dynamic LULC),0.8063380281690141,0.6208955223880597,0.6910299003322259,0.6540880503144654,0.5201468436675588,0.8748483100244694
Batch Logistic Regression (Static LULC),0.8026431718061674,0.6086956521739131,0.7023411371237458,0.6521739130434783,0.5153917999351925,0.8750580083532028
